,method,s,N,k,iter,error,diff_max,time
26,ISM,100,1999,1,9,5.233122077259851e-15,1.7763568394002505e-15,6.710001616738737e-05
27,DI,100,1999,1,10,5.19805067555498e-15,1.5543122344752192e-15,0.0013433000131044537
28,WMI,100,1999,1,10,5.232701569625356e-15,1.7763568394002505e-15,3.920000744983554e-05
29,ISM,100,1999,1,10,5.233122077259851e-15,1.7763568394002505e-15,3.759999526664615e-05
30,DI,100,1999,1,11,5.19805067555498e-15,1.5543122344752192e-15,0.0010772000241558999
31,WMI,100,1999,1,11,5.232701569625356e-15,1.7763568394002505e-15,9.249997674487531e-05
32,ISM,100,1999,1,11,5.233122077259851e-15,1.7763568394002505e-15,5.9999991208314896e-05
33,DI,100,1999,1,12,5.19805067555498e-15,1.5543122344752192e-15,0.0012632000143639743
34,WMI,100,1999,1,12,5.232701569625356e-15,1.7763568394002505e-15,0.00014059999375604093
35,ISM,100,1999,1,12,5.233122077259851e-15,1.7763568394002505e-15,7.939999341033399e-05
36,DI,100,1999,1,13,5.19805067555498e-15,1.5543122344752192e-15,0.001264000020455569
37,WMI,100,1999,1,13,5.232701569625356e-15,1.7763568394002505e-15,7.499998901039362e-05
38,ISM,100,1999,1,13,5.233122077259851e-15,1.7763568394002505e-15,8.040000102482736e-05
39,DI,100,1999,1,14,5.19805067555498e-15,1.5543122344752192e-15,0.0011703000054694712
40,WMI,100,1999,1,14,5.232701569625356e-15,1.7763568394002505e-15,8.530000923201442e-05
41,ISM,100,1999,1,14,5.233122077259851e-15,1.7763568394002505e-15,7.750000804662704e-05
42,DI,100,1999,1,15,5.19805067555498e-15,1.5543122344752192e-15,0.0012481999874580652
43,WMI,100,1999,1,15,5.232701569625356e-15,1.7763568394002505e-15,4.300000728107989e-05
44,ISM,100,1999,1,15,5.233122077259851e-15,1.7763568394002505e-15,7.82000133767724e-05
45,DI,100,1999,1,16,5.19805067555498e-15,1.5543122344752192e-15,0.0012490999943111092
46,WMI,100,1999,1,16,5.232701569625356e-15,1.7763568394002505e-15,8.420000085607171e-05
47,ISM,100,1999,1,16,5.233122077259851e-15,1.7763568394002505e-15,4.770001396536827e-05
48,DI,100,1999,1,17,5.19805067555498e-15,1.5543122344752192e-15,0.0010993999894708395
49,WMI,100,1999,1,17,5.232701569625356e-15,1.7763568394002505e-15,0.00011669998639263213
50,ISM,100,1999,1,17,5.233122077259851e-15,1.7763568394002505e-15,3.580001066438854e-05
51,DI,100,1999,1,18,5.19805067555498e-15,1.5543122344752192e-15,0.0012514999834820628
52,WMI,100,1999,1,18,5.232701569625356e-15,1.7763568394002505e-15,5.870001041330397e-05
53,ISM,100,1999,1,18,5.233122077259851e-15,1.7763568394002505e-15,8.090000483207405e-05
54,DI,100,1999,1,19,5.19805067555498e-15,1.5543122344752192e-15,0.000995899987174198
55,WMI,100,1999,1,19,5.232701569625356e-15,1.7763568394002505e-15,4.610000178217888e-05
56,ISM,100,1999,1,19,5.233122077259851e-15,1.7763568394002505e-15,3.600001218728721e-05
57,DI,100,1999,1,20,5.19805067555498e-15,1.5543122344752192e-15,0.0011112000211142004
58,WMI,100,1999,1,20,5.232701569625356e-15,1.7763568394002505e-15,9.200000204145908e-05
59,ISM,100,1999,1,20,5.233122077259851e-15,1.7763568394002505e-15,0.00010519998613744974
60,DI,100,1999,1,21,5.19805067555498e-15,1.5543122344752192e-15,0.0011823999811895192
61,WMI,100,1999,1,21,5.232701569625356e-15,1.7763568394002505e-15,4.2800005758181214e-05
62,ISM,100,1999,1,21,5.233122077259851e-15,1.7763568394002505e-15,8.060000254772604e-05
63,DI,100,1999,1,22,5.19805067555498e-15,1.5543122344752192e-15,0.0012527000217232853
64,WMI,100,1999,1,22,5.232701569625356e-15,1.7763568394002505e-15,8.379999781027436e-05
65,ISM,100,1999,1,22,5.233122077259851e-15,1.7763568394002505e-15,7.159999222494662e-05
66,DI,100,1999,1,23,5.19805067555498e-15,1.5543122344752192e-15,0.0012374999932944775
67,WMI,100,1999,1,23,5.232701569625356e-15,1.7763568394002505e-15,3.850000211969018e-05
68,ISM,100,1999,1,23,5.233122077259851e-15,1.7763568394002505e-15,7.899999036453664e-05
69,DI,100,1999,1,24,5.19805067555498e-15,1.5543122344752192e-15,0.0012266999983694404
70,WMI,100,1999,1,24,5.232701569625356e-15,1.7763568394002505e-15,5.740000051446259e-05
71,ISM,100,1999,1,24,5.233122077259851e-15,1.7763568394002505e-15,7.760000880807638e-05
72,DI,100,1999,1,25,5.19805067555498e-15,1.5543122344752192e-15,0.0013880000042263418
73,WMI,100,1999,1,25,5.232701569625356e-15,1.7763568394002505e-15,7.829998503439128e-05
74,ISM,100,1999,1,25,5.233122077259851e-15,1.7763568394002505e-15,6.769999163225293e-05
75,DI,100,1999,1,26,5.19805067555498e-15,1.5543122344752192e-15,0.0011357000039424747
76,WMI,100,1999,1,26,5.232701569625356e-15,1.7763568394002505e-15,3.919997834600508e-05
77,ISM,100,1999,1,26,5.233122077259851e-15,1.7763568394002505e-15,7.350000669248402e-05
78,DI,100,1999,1,27,5.19805067555498e-15,1.5543122344752192e-15,0.0011178000131621957
79,WMI,100,1999,1,27,5.232701569625356e-15,1.7763568394002505e-15,3.500000457279384e-05
80,ISM,100,1999,1,27,5.233122077259851e-15,1.7763568394002505e-15,7.369997911155224e-05
81,DI,100,1999,1,28,5.19805067555498e-15,1.5543122344752192e-15,0.0011474000057205558
82,WMI,100,1999,1,28,5.232701569625356e-15,1.7763568394002505e-15,5.0000002374872565e-05
83,ISM,100,1999,1,28,5.233122077259851e-15,1.7763568394002505e-15,4.3800013372674584e-05
84,DI,100,1999,1,29,5.19805067555498e-15,1.5543122344752192e-15,0.0008718000026419759
85,WMI,100,1999,1,29,5.232701569625356e-15,1.7763568394002505e-15,3.9300008211284876e-05
86,ISM,100,1999,1,29,5.233122077259851e-15,1.7763568394002505e-15,3.540000761859119e-05
87,DI,100,1999,1,30,5.19805067555498e-15,1.5543122344752192e-15,0.000805600022431463
88,WMI,100,1999,1,30,5.232701569625356e-15,1.7763568394002505e-15,3.610001294873655e-05
89,ISM,100,1999,1,30,5.233122077259851e-15,1.7763568394002505e-15,3.220001235604286e-05
90,DI,100,1999,1,31,5.19805067555498e-15,1.5543122344752192e-15,0.0008055999933276325
91,WMI,100,1999,1,31,5.232701569625356e-15,1.7763568394002505e-15,3.509997623041272e-05
92,ISM,100,1999,1,31,5.233122077259851e-15,1.7763568394002505e-15,3.2499985536560416e-05
93,DI,100,1999,1,32,5.19805067555498e-15,1.5543122344752192e-15,0.0007578000077046454
94,WMI,100,1999,1,32,5.232701569625356e-15,1.7763568394002505e-15,3.929997910745442e-05
95,ISM,100,1999,1,32,5.233122077259851e-15,1.7763568394002505e-15,3.6699988413602114e-05
96,DI,100,1999,1,33,5.19805067555498e-15,1.5543122344752192e-15,0.0007718999986536801
97,WMI,100,1999,1,33,5.232701569625356e-15,1.7763568394002505e-15,3.640001523308456e-05
98,ISM,100,1999,1,33,5.233122077259851e-15,1.7763568394002505e-15,3.159997868351638e-05
99,DI,100,1999,1,34,5.19805067555498e-15,1.5543122344752192e-15,0.0007092000159900635
100,WMI,100,1999,1,34,5.232701569625356e-15,1.7763568394002505e-15,3.8300000596791506e-05
101,ISM,100,1999,1,34,5.233122077259851e-15,1.7763568394002505e-15,3.359999391250312e-05
102,DI,100,1999,1,35,5.19805067555498e-15,1.5543122344752192e-15,0.0008059999963734299
103,WMI,100,1999,1,35,5.232701569625356e-15,1.7763568394002505e-15,3.6200013710185885e-05
104,ISM,100,1999,1,35,5.233122077259851e-15,1.7763568394002505e-15,3.220001235604286e-05
105,DI,100,1999,1,36,5.19805067555498e-15,1.5543122344752192e-15,0.000669400003971532
106,WMI,100,1999,1,36,5.232701569625356e-15,1.7763568394002505e-15,3.749999450519681e-05
107,ISM,100,1999,1,36,5.233122077259851e-15,1.7763568394002505e-15,4.6600005589425564e-05
108,DI,100,1999,1,37,5.19805067555498e-15,1.5543122344752192e-15,0.0009589000255800784
109,WMI,100,1999,1,37,5.232701569625356e-15,1.7763568394002505e-15,0.0002080000122077763
110,ISM,100,1999,1,37,5.233122077259851e-15,1.7763568394002505e-15,4.199999966658652e-05
111,DI,100,1999,1,38,5.19805067555498e-15,1.5543122344752192e-15,0.0009220000065397471
112,WMI,100,1999,1,38,5.232701569625356e-15,1.7763568394002505e-15,4.169999738223851e-05
113,ISM,100,1999,1,38,5.233122077259851e-15,1.7763568394002505e-15,8.129997877404094e-05
114,DI,100,1999,1,39,5.19805067555498e-15,1.5543122344752192e-15,0.0011254000128246844
115,WMI,100,1999,1,39,5.232701569625356e-15,1.7763568394002505e-15,7.870001718401909e-05
116,ISM,100,1999,1,39,5.233122077259851e-15,1.7763568394002505e-15,6.809999467805028e-05
117,DI,100,1999,1,40,5.19805067555498e-15,1.5543122344752192e-15,0.001056199980666861
118,WMI,100,1999,1,40,5.232701569625356e-15,1.7763568394002505e-15,3.890000516548753e-05
119,ISM,100,1999,1,40,5.233122077259851e-15,1.7763568394002505e-15,7.569999434053898e-05
120,DI,100,1999,1,41,5.19805067555498e-15,1.5543122344752192e-15,0.0010674000077415258
121,WMI,100,1999,1,41,5.232701569625356e-15,1.7763568394002505e-15,3.6200013710185885e-05
122,ISM,100,1999,1,41,5.233122077259851e-15,1.7763568394002505e-15,7.429998368024826e-05
123,DI,100,1999,1,42,5.19805067555498e-15,1.5543122344752192e-15,0.0011121999996248633
124,WMI,100,1999,1,42,5.232701569625356e-15,1.7763568394002505e-15,4.089999129064381e-05
125,ISM,100,1999,1,42,5.233122077259851e-15,1.7763568394002505e-15,7.330000516958535e-05
126,DI,100,1999,1,43,5.19805067555498e-15,1.5543122344752192e-15,0.0009602000063750893
127,WMI,100,1999,1,43,5.232701569625356e-15,1.7763568394002505e-15,7.879998884163797e-05
128,ISM,100,1999,1,43,5.233122077259851e-15,1.7763568394002505e-15,6.880000000819564e-05
129,DI,100,1999,1,44,5.19805067555498e-15,1.5543122344752192e-15,0.0011011000024154782
130,WMI,100,1999,1,44,5.232701569625356e-15,1.7763568394002505e-15,7.690000347793102e-05
131,ISM,100,1999,1,44,5.233122077259851e-15,1.7763568394002505e-15,6.719998782500625e-05
132,DI,100,1999,1,45,5.19805067555498e-15,1.5543122344752192e-15,0.001135500002419576
133,WMI,100,1999,1,45,5.232701569625356e-15,1.7763568394002505e-15,3.740002284757793e-05
134,ISM,100,1999,1,45,5.233122077259851e-15,1.7763568394002505e-15,7.390000973828137e-05
135,DI,100,1999,1,46,5.19805067555498e-15,1.5543122344752192e-15,0.0011141999857500196
136,WMI,100,1999,1,46,5.232701569625356e-15,1.7763568394002505e-15,8.100000559352338e-05
137,ISM,100,1999,1,46,5.233122077259851e-15,1.7763568394002505e-15,6.919997395016253e-05
138,DI,100,1999,1,47,5.19805067555498e-15,1.5543122344752192e-15,0.0012549999810289592
139,WMI,100,1999,1,47,5.232701569625356e-15,1.7763568394002505e-15,7.780001033097506e-05
140,ISM,100,1999,1,47,5.233122077259851e-15,1.7763568394002505e-15,7.039998308755457e-05
141,DI,100,1999,1,48,5.19805067555498e-15,1.5543122344752192e-15,0.0010437000019010156
142,WMI,100,1999,1,48,5.232701569625356e-15,1.7763568394002505e-15,4.169999738223851e-05
143,ISM,100,1999,1,48,5.233122077259851e-15,1.7763568394002505e-15,7.589999586343765e-05
144,DI,100,1999,1,49,5.19805067555498e-15,1.5543122344752192e-15,0.0010960999934468418
145,WMI,100,1999,1,49,5.232701569625356e-15,1.7763568394002505e-15,4.159999662078917e-05
146,ISM,100,1999,1,49,5.233122077259851e-15,1.7763568394002505e-15,7.579999510198832e-05
147,DI,100,1999,1,50,5.19805067555498e-15,1.5543122344752192e-15,0.001042500021867454
148,WMI,100,1999,1,50,5.232701569625356e-15,1.7763568394002505e-15,3.670001751743257e-05
149,ISM,100,1999,1,50,5.233122077259851e-15,1.7763568394002505e-15,7.420001202262938e-05
150,DI,100,1999,1,51,5.19805067555498e-15,1.5543122344752192e-15,0.001052799983881414
151,WMI,100,1999,1,51,5.232701569625356e-15,1.7763568394002505e-15,3.809999907389283e-05
152,ISM,100,1999,1,51,5.233122077259851e-15,1.7763568394002505e-15,3.759999526664615e-05
153,DI,100,1999,1,52,5.19805067555498e-15,1.5543122344752192e-15,0.000967200001468882
154,WMI,100,1999,1,52,5.232701569625356e-15,1.7763568394002505e-15,3.789999755099416e-05
155,ISM,100,1999,1,52,5.233122077259851e-15,1.7763568394002505e-15,7.51999905332923e-05
156,DI,100,1999,1,53,5.19805067555498e-15,1.5543122344752192e-15,0.0011116999958176166
157,WMI,100,1999,1,53,5.232701569625356e-15,1.7763568394002505e-15,8.030000026337802e-05
158,ISM,100,1999,1,53,5.233122077259851e-15,1.7763568394002505e-15,6.979997851885855e-05
159,DI,100,1999,1,54,5.19805067555498e-15,1.5543122344752192e-15,0.0011103999859187752
160,WMI,100,1999,1,54,5.232701569625356e-15,1.7763568394002505e-15,7.9699995694682e-05
161,ISM,100,1999,1,54,5.233122077259851e-15,1.7763568394002505e-15,6.790002225898206e-05
162,DI,100,1999,1,55,5.19805067555498e-15,1.5543122344752192e-15,0.0010654000216163695
163,WMI,100,1999,1,55,5.232701569625356e-15,1.7763568394002505e-15,3.689998993650079e-05
164,ISM,100,1999,1,55,5.233122077259851e-15,1.7763568394002505e-15,3.4699973184615374e-05
165,DI,100,1999,1,56,5.19805067555498e-15,1.5543122344752192e-15,0.0011134999804198742
166,WMI,100,1999,1,56,5.232701569625356e-15,1.7763568394002505e-15,3.9700011257082224e-05
167,ISM,100,1999,1,56,5.233122077259851e-15,1.7763568394002505e-15,3.630001447163522e-05
168,DI,100,1999,1,57,5.19805067555498e-15,1.5543122344752192e-15,0.0010850999969989061
169,WMI,100,1999,1,57,5.232701569625356e-15,1.7763568394002505e-15,4.1399995097890496e-05
170,ISM,100,1999,1,57,5.233122077259851e-15,1.7763568394002505e-15,7.660000119358301e-05
171,DI,100,1999,1,58,5.19805067555498e-15,1.5543122344752192e-15,0.0010710000060498714
172,WMI,100,1999,1,58,5.232701569625356e-15,1.7763568394002505e-15,3.630001447163522e-05
173,ISM,100,1999,1,58,5.233122077259851e-15,1.7763568394002505e-15,7.380000897683203e-05
174,DI,100,1999,1,59,5.19805067555498e-15,1.5543122344752192e-15,0.0010714000090956688
175,WMI,100,1999,1,59,5.232701569625356e-15,1.7763568394002505e-15,7.840001489967108e-05
176,ISM,100,1999,1,59,5.233122077259851e-15,1.7763568394002505e-15,7.06000137142837e-05
177,DI,100,1999,1,60,5.19805067555498e-15,1.5543122344752192e-15,0.0010840999893844128
178,WMI,100,1999,1,60,5.232701569625356e-15,1.7763568394002505e-15,5.199998850002885e-05
179,ISM,100,1999,1,60,5.233122077259851e-15,1.7763568394002505e-15,4.539999645203352e-05
180,DI,100,1999,1,61,5.19805067555498e-15,1.5543122344752192e-15,0.0010850999969989061
181,WMI,100,1999,1,61,5.232701569625356e-15,1.7763568394002505e-15,4.069998976774514e-05
182,ISM,100,1999,1,61,5.233122077259851e-15,1.7763568394002505e-15,7.77999812271446e-05
183,DI,100,1999,1,62,5.19805067555498e-15,1.5543122344752192e-15,0.00101200002245605
184,WMI,100,1999,1,62,5.232701569625356e-15,1.7763568394002505e-15,3.6500015994533896e-05
185,ISM,100,1999,1,62,5.233122077259851e-15,1.7763568394002505e-15,7.509998977184296e-05
186,DI,100,1999,1,63,5.19805067555498e-15,1.5543122344752192e-15,0.0010346999915782362
187,WMI,100,1999,1,63,5.232701569625356e-15,1.7763568394002505e-15,3.329999162815511e-05
188,ISM,100,1999,1,63,5.233122077259851e-15,1.7763568394002505e-15,7.450001430697739e-05
189,DI,100,1999,1,64,5.19805067555498e-15,1.5543122344752192e-15,0.0010624000278767198
190,WMI,100,1999,1,64,5.232701569625356e-15,1.7763568394002505e-15,4.220000118948519e-05
191,ISM,100,1999,1,64,5.233122077259851e-15,1.7763568394002505e-15,9.399998816661537e-05
192,DI,100,1999,1,65,5.19805067555498e-15,1.5543122344752192e-15,0.000836499995784834
193,WMI,100,1999,1,65,5.232701569625356e-15,1.7763568394002505e-15,3.7200021324679255e-05
194,ISM,100,1999,1,65,5.233122077259851e-15,1.7763568394002505e-15,3.3899996196851134e-05
195,DI,100,1999,1,66,5.19805067555498e-15,1.5543122344752192e-15,0.0007928999839350581
196,WMI,100,1999,1,66,5.232701569625356e-15,1.7763568394002505e-15,4.129999433644116e-05
197,ISM,100,1999,1,66,5.233122077259851e-15,1.7763568394002505e-15,3.649998689070344e-05
198,DI,100,1999,1,67,5.19805067555498e-15,1.5543122344752192e-15,0.0007572000031359494
199,WMI,100,1999,1,67,5.232701569625356e-15,1.7763568394002505e-15,3.4999975468963385e-05
200,ISM,100,1999,1,67,5.233122077259851e-15,1.7763568394002505e-15,3.2899988582357764e-05
201,DI,100,1999,1,68,5.19805067555498e-15,1.5543122344752192e-15,0.0007436999876517802
202,WMI,100,1999,1,68,5.232701569625356e-15,1.7763568394002505e-15,3.4999975468963385e-05
203,ISM,100,1999,1,68,5.233122077259851e-15,1.7763568394002505e-15,3.270001616328955e-05
204,DI,100,1999,1,69,5.19805067555498e-15,1.5543122344752192e-15,0.0007875000010244548
205,WMI,100,1999,1,69,5.232701569625356e-15,1.7763568394002505e-15,3.4500000765547156e-05
206,ISM,100,1999,1,69,5.233122077259851e-15,1.7763568394002505e-15,3.250001464039087e-05
207,DI,100,1999,1,70,5.19805067555498e-15,1.5543122344752192e-15,0.000947100023040548
208,WMI,100,1999,1,70,5.232701569625356e-15,1.7763568394002505e-15,4.710000939667225e-05
209,ISM,100,1999,1,70,5.233122077259851e-15,1.7763568394002505e-15,4.119999357499182e-05
210,DI,100,1999,1,71,5.19805067555498e-15,1.5543122344752192e-15,0.0007510999857913703
211,WMI,100,1999,1,71,5.232701569625356e-15,1.7763568394002505e-15,4.1099992813542485e-05
212,ISM,100,1999,1,71,5.233122077259851e-15,1.7763568394002505e-15,3.730002208612859e-05
213,DI,100,1999,1,72,5.19805067555498e-15,1.5543122344752192e-15,0.000832499994430691
214,WMI,100,1999,1,72,5.232701569625356e-15,1.7763568394002505e-15,3.949998063035309e-05
215,ISM,100,1999,1,72,5.233122077259851e-15,1.7763568394002505e-15,3.5299977753311396e-05
216,DI,100,1999,1,73,5.19805067555498e-15,1.5543122344752192e-15,0.0007926999824121594
217,WMI,100,1999,1,73,5.232701569625356e-15,1.7763568394002505e-15,3.759999526664615e-05
218,ISM,100,1999,1,73,5.233122077259851e-15,1.7763568394002505e-15,3.540000761859119e-05
219,DI,100,1999,1,74,5.19805067555498e-15,1.5543122344752192e-15,0.0008528000034857541
220,WMI,100,1999,1,74,5.232701569625356e-15,1.7763568394002505e-15,3.880000440403819e-05
221,ISM,100,1999,1,74,5.233122077259851e-15,1.7763568394002505e-15,3.37999954354018e-05
222,DI,100,1999,1,75,5.19805067555498e-15,1.5543122344752192e-15,0.0008377000049222261
223,WMI,100,1999,1,75,5.232701569625356e-15,1.7763568394002505e-15,3.530000685714185e-05
224,ISM,100,1999,1,75,5.233122077259851e-15,1.7763568394002505e-15,3.259998629800975e-05
225,DI,100,1999,1,76,5.19805067555498e-15,1.5543122344752192e-15,0.0007519999926444143
226,WMI,100,1999,1,76,5.232701569625356e-15,1.7763568394002505e-15,3.399999695830047e-05
227,ISM,100,1999,1,76,5.233122077259851e-15,1.7763568394002505e-15,4.4899992644786835e-05
228,DI,100,1999,1,77,5.19805067555498e-15,1.5543122344752192e-15,0.0007617000082973391
229,WMI,100,1999,1,77,5.232701569625356e-15,1.7763568394002505e-15,4.369998350739479e-05
230,ISM,100,1999,1,77,5.233122077259851e-15,1.7763568394002505e-15,3.759999526664615e-05
231,DI,100,1999,1,78,5.19805067555498e-15,1.5543122344752192e-15,0.0008842000097502023
232,WMI,100,1999,1,78,5.232701569625356e-15,1.7763568394002505e-15,3.890000516548753e-05
233,ISM,100,1999,1,78,5.233122077259851e-15,1.7763568394002505e-15,4.5599997974932194e-05
234,DI,100,1999,1,79,5.19805067555498e-15,1.5543122344752192e-15,0.0007899000192992389
235,WMI,100,1999,1,79,5.232701569625356e-15,1.7763568394002505e-15,3.6299985367804766e-05
236,ISM,100,1999,1,79,5.233122077259851e-15,1.7763568394002505e-15,3.689998993650079e-05
237,DI,100,1999,1,80,5.19805067555498e-15,1.5543122344752192e-15,0.0008807999838609248
238,WMI,100,1999,1,80,5.232701569625356e-15,1.7763568394002505e-15,4.1399995097890496e-05
239,ISM,100,1999,1,80,5.233122077259851e-15,1.7763568394002505e-15,3.429999924264848e-05
240,DI,100,1999,1,81,5.19805067555498e-15,1.5543122344752192e-15,0.0008018999942578375
241,WMI,100,1999,1,81,5.232701569625356e-15,1.7763568394002505e-15,3.71999922208488e-05
242,ISM,100,1999,1,81,5.233122077259851e-15,1.7763568394002505e-15,4.959999932907522e-05
243,DI,100,1999,1,82,5.19805067555498e-15,1.5543122344752192e-15,0.0008458000083919615
244,WMI,100,1999,1,82,5.232701569625356e-15,1.7763568394002505e-15,4.7600013203918934e-05
245,ISM,100,1999,1,82,5.233122077259851e-15,1.7763568394002505e-15,3.889997606165707e-05
246,DI,100,1999,1,83,5.19805067555498e-15,1.5543122344752192e-15,0.0008265999786090106
247,WMI,100,1999,1,83,5.232701569625356e-15,1.7763568394002505e-15,4.099999205209315e-05
248,ISM,100,1999,1,83,5.233122077259851e-15,1.7763568394002505e-15,3.5500008380040526e-05
249,DI,100,1999,1,84,5.19805067555498e-15,1.5543122344752192e-15,0.0008028000011108816
250,WMI,100,1999,1,84,5.232701569625356e-15,1.7763568394002505e-15,4.129999433644116e-05
251,ISM,100,1999,1,84,5.233122077259851e-15,1.7763568394002505e-15,3.679998917505145e-05
252,DI,100,1999,1,85,5.19805067555498e-15,1.5543122344752192e-15,0.00074819999281317
253,WMI,100,1999,1,85,5.232701569625356e-15,1.7763568394002505e-15,3.6999990697950125e-05
254,ISM,100,1999,1,85,5.233122077259851e-15,1.7763568394002505e-15,3.359999391250312e-05
255,DI,100,1999,1,86,5.19805067555498e-15,1.5543122344752192e-15,0.0008068000024650246
256,WMI,100,1999,1,86,5.232701569625356e-15,1.7763568394002505e-15,3.890000516548753e-05
257,ISM,100,1999,1,86,5.233122077259851e-15,1.7763568394002505e-15,3.37999954354018e-05
258,DI,100,1999,1,87,5.19805067555498e-15,1.5543122344752192e-15,0.0009055000264197588
259,WMI,100,1999,1,87,5.232701569625356e-15,1.7763568394002505e-15,3.619998460635543e-05
260,ISM,100,1999,1,87,5.233122077259851e-15,1.7763568394002505e-15,3.359999391250312e-05
261,DI,100,1999,1,88,5.19805067555498e-15,1.5543122344752192e-15,0.0009587999957147986
262,WMI,100,1999,1,88,5.232701569625356e-15,1.7763568394002505e-15,3.989998367615044e-05
263,ISM,100,1999,1,88,5.233122077259851e-15,1.7763568394002505e-15,3.460000152699649e-05
264,DI,100,1999,1,89,5.19805067555498e-15,1.5543122344752192e-15,0.0008383000094909221
265,WMI,100,1999,1,89,5.232701569625356e-15,1.7763568394002505e-15,4.549999721348286e-05
266,ISM,100,1999,1,89,5.233122077259851e-15,1.7763568394002505e-15,3.9700011257082224e-05
267,DI,100,1999,1,90,5.19805067555498e-15,1.5543122344752192e-15,0.0008672999974805862
268,WMI,100,1999,1,90,5.232701569625356e-15,1.7763568394002505e-15,3.920000744983554e-05
269,ISM,100,1999,1,90,5.233122077259851e-15,1.7763568394002505e-15,3.5900011425837874e-05
270,DI,100,1999,1,91,5.19805067555498e-15,1.5543122344752192e-15,0.0007624000136274844
271,WMI,100,1999,1,91,5.232701569625356e-15,1.7763568394002505e-15,3.6600016755983233e-05
272,ISM,100,1999,1,91,5.233122077259851e-15,1.7763568394002505e-15,3.300001844763756e-05
273,DI,100,1999,1,92,5.19805067555498e-15,1.5543122344752192e-15,0.0008662999898660928
274,WMI,100,1999,1,92,5.232701569625356e-15,1.7763568394002505e-15,3.510000533424318e-05
275,ISM,100,1999,1,92,5.233122077259851e-15,1.7763568394002505e-15,3.160000778734684e-05
276,DI,100,1999,1,93,5.19805067555498e-15,1.5543122344752192e-15,0.0007412999984808266
277,WMI,100,1999,1,93,5.232701569625356e-15,1.7763568394002505e-15,3.8700003642588854e-05
278,ISM,100,1999,1,93,5.233122077259851e-15,1.7763568394002505e-15,3.530000685714185e-05
279,DI,100,1999,1,94,5.19805067555498e-15,1.5543122344752192e-15,0.0007741999870631844
280,WMI,100,1999,1,94,5.232701569625356e-15,1.7763568394002505e-15,3.6900019040331244e-05
281,ISM,100,1999,1,94,5.233122077259851e-15,1.7763568394002505e-15,3.270001616328955e-05
282,DI,100,1999,1,95,5.19805067555498e-15,1.5543122344752192e-15,0.0007946999976411462
283,WMI,100,1999,1,95,5.232701569625356e-15,1.7763568394002505e-15,3.5999983083456755e-05
284,ISM,100,1999,1,95,5.233122077259851e-15,1.7763568394002505e-15,3.4199998481199145e-05
285,DI,100,1999,1,96,5.19805067555498e-15,1.5543122344752192e-15,0.0007972999883349985
286,WMI,100,1999,1,96,5.232701569625356e-15,1.7763568394002505e-15,3.6299985367804766e-05
287,ISM,100,1999,1,96,5.233122077259851e-15,1.7763568394002505e-15,3.460000152699649e-05
