,method,s,N,k,iter,error,diff_max,time
130,WMI,1287,1999,1,44,1.583326733961206e-13,6.661338147750939e-15,0.008777973940595984
131,ISM,1287,1999,1,44,1.5829987282700226e-13,6.661338147750939e-15,0.008257861947640777
132,DI,1287,1999,1,45,1.5801822001818968e-13,5.773159728050814e-15,0.08964537107385695
133,WMI,1287,1999,1,45,1.583326733961206e-13,6.661338147750939e-15,0.007858267985284328
134,ISM,1287,1999,1,45,1.5829987282700226e-13,6.661338147750939e-15,0.008595076156780124
135,DI,1287,1999,1,46,1.5801822001818968e-13,5.773159728050814e-15,0.0899222269654274
136,WMI,1287,1999,1,46,1.583326733961206e-13,6.661338147750939e-15,0.008068784838542342
137,ISM,1287,1999,1,46,1.5829987282700226e-13,6.661338147750939e-15,0.008101704996079206
138,DI,1287,1999,1,47,1.5801822001818968e-13,5.773159728050814e-15,0.09097351995296776
139,WMI,1287,1999,1,47,1.583326733961206e-13,6.661338147750939e-15,0.008241981966421008
140,ISM,1287,1999,1,47,1.5829987282700226e-13,6.661338147750939e-15,0.008291190955787897
141,DI,1287,1999,1,48,1.5801822001818968e-13,5.773159728050814e-15,0.08996813488192856
142,WMI,1287,1999,1,48,1.583326733961206e-13,6.661338147750939e-15,0.00836082105524838
143,ISM,1287,1999,1,48,1.5829987282700226e-13,6.661338147750939e-15,0.008230281993746758
144,DI,1287,1999,1,49,1.5801822001818968e-13,5.773159728050814e-15,0.08883157302625477
145,WMI,1287,1999,1,49,1.583326733961206e-13,6.661338147750939e-15,0.0078426378313452
146,ISM,1287,1999,1,49,1.5829987282700226e-13,6.661338147750939e-15,0.008609977085143328
147,DI,1287,1999,1,50,1.5801822001818968e-13,5.773159728050814e-15,0.09051389689557254
148,WMI,1287,1999,1,50,1.583326733961206e-13,6.661338147750939e-15,0.008057984989136457
149,ISM,1287,1999,1,50,1.5829987282700226e-13,6.661338147750939e-15,0.008229323197156191
150,DI,1287,1999,1,51,1.5801822001818968e-13,5.773159728050814e-15,0.08931105583906174
151,WMI,1287,1999,1,51,1.583326733961206e-13,6.661338147750939e-15,0.008188852807506919
152,ISM,1287,1999,1,51,1.5829987282700226e-13,6.661338147750939e-15,0.007901828037574887
153,DI,1287,1999,1,52,1.5801822001818968e-13,5.773159728050814e-15,0.08860112610273063
154,WMI,1287,1999,1,52,1.583326733961206e-13,6.661338147750939e-15,0.007634221808984876
155,ISM,1287,1999,1,52,1.5829987282700226e-13,6.661338147750939e-15,0.007680290844291449
156,DI,1287,1999,1,53,1.5801822001818968e-13,5.773159728050814e-15,0.08800538582727313
157,WMI,1287,1999,1,53,1.583326733961206e-13,6.661338147750939e-15,0.008323901100084186
158,ISM,1287,1999,1,53,1.5829987282700226e-13,6.661338147750939e-15,0.008017146028578281
159,DI,1287,1999,1,54,1.5801822001818968e-13,5.773159728050814e-15,0.08672907506115735
160,WMI,1287,1999,1,54,1.583326733961206e-13,6.661338147750939e-15,0.0077570099383592606
161,ISM,1287,1999,1,54,1.5829987282700226e-13,6.661338147750939e-15,0.007959365844726562
162,DI,1287,1999,1,55,1.5801822001818968e-13,5.773159728050814e-15,0.08642994984984398
163,WMI,1287,1999,1,55,1.583326733961206e-13,6.661338147750939e-15,0.007605592021718621
164,ISM,1287,1999,1,55,1.5829987282700226e-13,6.661338147750939e-15,0.008045854978263378
165,DI,1287,1999,1,56,1.5801822001818968e-13,5.773159728050814e-15,0.08649496897123754
166,WMI,1287,1999,1,56,1.583326733961206e-13,6.661338147750939e-15,0.007844738895073533
167,ISM,1287,1999,1,56,1.5829987282700226e-13,6.661338147750939e-15,0.008076485013589263
168,DI,1287,1999,1,57,1.5801822001818968e-13,5.773159728050814e-15,0.08922177692875266
169,WMI,1287,1999,1,57,1.583326733961206e-13,6.661338147750939e-15,0.007970325881615281
170,ISM,1287,1999,1,57,1.5829987282700226e-13,6.661338147750939e-15,0.00816995301283896
171,DI,1287,1999,1,58,1.5801822001818968e-13,5.773159728050814e-15,0.08745670388452709
172,WMI,1287,1999,1,58,1.583326733961206e-13,6.661338147750939e-15,0.008090854156762362
173,ISM,1287,1999,1,58,1.5829987282700226e-13,6.661338147750939e-15,0.007688951212912798
174,DI,1287,1999,1,59,1.5801822001818968e-13,5.773159728050814e-15,0.08593536796979606
175,WMI,1287,1999,1,59,1.583326733961206e-13,6.661338147750939e-15,0.007936706999316812
176,ISM,1287,1999,1,59,1.5829987282700226e-13,6.661338147750939e-15,0.007795118959620595
177,DI,1287,1999,1,60,1.5801822001818968e-13,5.773159728050814e-15,0.08471709699369967
178,WMI,1287,1999,1,60,1.583326733961206e-13,6.661338147750939e-15,0.008265192154794931
179,ISM,1287,1999,1,60,1.5829987282700226e-13,6.661338147750939e-15,0.007902557961642742
180,DI,1287,1999,1,61,1.5801822001818968e-13,5.773159728050814e-15,0.08770724991336465
181,WMI,1287,1999,1,61,1.583326733961206e-13,6.661338147750939e-15,0.007953137159347534
182,ISM,1287,1999,1,61,1.5829987282700226e-13,6.661338147750939e-15,0.00813424400985241
183,DI,1287,1999,1,62,1.5801822001818968e-13,5.773159728050814e-15,0.08776463009417057
184,WMI,1287,1999,1,62,1.583326733961206e-13,6.661338147750939e-15,0.008340020896866918
185,ISM,1287,1999,1,62,1.5829987282700226e-13,6.661338147750939e-15,0.007728800876066089
186,DI,1287,1999,1,63,1.5801822001818968e-13,5.773159728050814e-15,0.08905544900335371
187,WMI,1287,1999,1,63,1.583326733961206e-13,6.661338147750939e-15,0.007891478016972542
188,ISM,1287,1999,1,63,1.5829987282700226e-13,6.661338147750939e-15,0.008223681943491101
189,DI,1287,1999,1,64,1.5801822001818968e-13,5.773159728050814e-15,0.08742177509702742
190,WMI,1287,1999,1,64,1.583326733961206e-13,6.661338147750939e-15,0.007827998837456107
191,ISM,1287,1999,1,64,1.5829987282700226e-13,6.661338147750939e-15,0.007998256012797356
192,DI,1287,1999,1,65,1.5801822001818968e-13,5.773159728050814e-15,0.08526093908585608
193,WMI,1287,1999,1,65,1.583326733961206e-13,6.661338147750939e-15,0.007933567045256495
194,ISM,1287,1999,1,65,1.5829987282700226e-13,6.661338147750939e-15,0.007755869999527931
195,DI,1287,1999,1,66,1.5801822001818968e-13,5.773159728050814e-15,0.08660854795016348
196,WMI,1287,1999,1,66,1.583326733961206e-13,6.661338147750939e-15,0.007764749927446246
197,ISM,1287,1999,1,66,1.5829987282700226e-13,6.661338147750939e-15,0.008674365002661943
198,DI,1287,1999,1,67,1.5801822001818968e-13,5.773159728050814e-15,0.08942878386005759
199,WMI,1287,1999,1,67,1.583326733961206e-13,6.661338147750939e-15,0.008116774028167129
200,ISM,1287,1999,1,67,1.5829987282700226e-13,6.661338147750939e-15,0.008299001026898623
201,DI,1287,1999,1,68,1.5801822001818968e-13,5.773159728050814e-15,0.08890748186968267
202,WMI,1287,1999,1,68,1.583326733961206e-13,6.661338147750939e-15,0.008154263952746987
203,ISM,1287,1999,1,68,1.5829987282700226e-13,6.661338147750939e-15,0.007949117105454206
204,DI,1287,1999,1,69,1.5801822001818968e-13,5.773159728050814e-15,0.08727401704527438
205,WMI,1287,1999,1,69,1.583326733961206e-13,6.661338147750939e-15,0.008157972944900393
206,ISM,1287,1999,1,69,1.5829987282700226e-13,6.661338147750939e-15,0.008199992822483182
207,DI,1287,1999,1,70,1.5801822001818968e-13,5.773159728050814e-15,0.08690408291295171
208,WMI,1287,1999,1,70,1.583326733961206e-13,6.661338147750939e-15,0.008599697146564722
209,ISM,1287,1999,1,70,1.5829987282700226e-13,6.661338147750939e-15,0.008006685879081488
210,DI,1287,1999,1,71,1.5801822001818968e-13,5.773159728050814e-15,0.0897268489934504
211,WMI,1287,1999,1,71,1.583326733961206e-13,6.661338147750939e-15,0.007857348071411252
212,ISM,1287,1999,1,71,1.5829987282700226e-13,6.661338147750939e-15,0.00792914698831737
213,DI,1287,1999,1,72,1.5801822001818968e-13,5.773159728050814e-15,0.08839966007508337
214,WMI,1287,1999,1,72,1.583326733961206e-13,6.661338147750939e-15,0.008066185051575303
215,ISM,1287,1999,1,72,1.5829987282700226e-13,6.661338147750939e-15,0.007728880038484931
216,DI,1287,1999,1,73,1.5801822001818968e-13,5.773159728050814e-15,0.08651963900774717
217,WMI,1287,1999,1,73,1.583326733961206e-13,6.661338147750939e-15,0.007817219011485577
218,ISM,1287,1999,1,73,1.5829987282700226e-13,6.661338147750939e-15,0.007547503104433417
219,DI,1287,1999,1,74,1.5801822001818968e-13,5.773159728050814e-15,0.08619008399546146
220,WMI,1287,1999,1,74,1.583326733961206e-13,6.661338147750939e-15,0.007746219867840409
221,ISM,1287,1999,1,74,1.5829987282700226e-13,6.661338147750939e-15,0.008017315063625574
222,DI,1287,1999,1,75,1.5801822001818968e-13,5.773159728050814e-15,0.08576127095147967
223,WMI,1287,1999,1,75,1.583326733961206e-13,6.661338147750939e-15,0.008039386011660099
224,ISM,1287,1999,1,75,1.5829987282700226e-13,6.661338147750939e-15,0.007372876163572073
225,DI,1287,1999,1,76,1.5801822001818968e-13,5.773159728050814e-15,0.08825204195454717
226,WMI,1287,1999,1,76,1.583326733961206e-13,6.661338147750939e-15,0.007296767085790634
227,ISM,1287,1999,1,76,1.5829987282700226e-13,6.661338147750939e-15,0.007262987783178687
228,DI,1287,1999,1,77,1.5801822001818968e-13,5.773159728050814e-15,0.08781284908764064
229,WMI,1287,1999,1,77,1.583326733961206e-13,6.661338147750939e-15,0.00767531106248498
230,ISM,1287,1999,1,77,1.5829987282700226e-13,6.661338147750939e-15,0.008391580078750849
231,DI,1287,1999,1,78,1.5801822001818968e-13,5.773159728050814e-15,0.08849500888027251
232,WMI,1287,1999,1,78,1.583326733961206e-13,6.661338147750939e-15,0.007337326183915138
233,ISM,1287,1999,1,78,1.5829987282700226e-13,6.661338147750939e-15,0.007290417095646262
234,DI,1287,1999,1,79,1.5801822001818968e-13,5.773159728050814e-15,0.08754418301396072
235,WMI,1287,1999,1,79,1.583326733961206e-13,6.661338147750939e-15,0.007754740072414279
236,ISM,1287,1999,1,79,1.5829987282700226e-13,6.661338147750939e-15,0.007105299970135093
237,DI,1287,1999,1,80,1.5801822001818968e-13,5.773159728050814e-15,0.08553476398810744
238,WMI,1287,1999,1,80,1.583326733961206e-13,6.661338147750939e-15,0.007579132914543152
239,ISM,1287,1999,1,80,1.5829987282700226e-13,6.661338147750939e-15,0.008044424932450056
240,DI,1287,1999,1,81,1.5801822001818968e-13,5.773159728050814e-15,0.08783939806744456
241,WMI,1287,1999,1,81,1.583326733961206e-13,6.661338147750939e-15,0.008692174917086959
242,ISM,1287,1999,1,81,1.5829987282700226e-13,6.661338147750939e-15,0.008303450886160135
243,DI,1287,1999,1,82,1.5801822001818968e-13,5.773159728050814e-15,0.08932800497859716
244,WMI,1287,1999,1,82,1.583326733961206e-13,6.661338147750939e-15,0.008332841098308563
245,ISM,1287,1999,1,82,1.5829987282700226e-13,6.661338147750939e-15,0.008114295080304146
246,DI,1287,1999,1,83,1.5801822001818968e-13,5.773159728050814e-15,0.08911965880542994
247,WMI,1287,1999,1,83,1.583326733961206e-13,6.661338147750939e-15,0.008220552932471037
248,ISM,1287,1999,1,83,1.5829987282700226e-13,6.661338147750939e-15,0.008424940053373575
249,DI,1287,1999,1,84,1.5801822001818968e-13,5.773159728050814e-15,0.08994742599315941
250,WMI,1287,1999,1,84,1.583326733961206e-13,6.661338147750939e-15,0.00860142707824707
251,ISM,1287,1999,1,84,1.5829987282700226e-13,6.661338147750939e-15,0.008002766175195575
252,DI,1287,1999,1,85,1.5801822001818968e-13,5.773159728050814e-15,0.08869442506693304
253,WMI,1287,1999,1,85,1.583326733961206e-13,6.661338147750939e-15,0.008139464072883129
254,ISM,1287,1999,1,85,1.5829987282700226e-13,6.661338147750939e-15,0.007547182962298393
255,DI,1287,1999,1,86,1.5801822001818968e-13,5.773159728050814e-15,0.08752669300884008
256,WMI,1287,1999,1,86,1.583326733961206e-13,6.661338147750939e-15,0.008990549948066473
257,ISM,1287,1999,1,86,1.5829987282700226e-13,6.661338147750939e-15,0.007592793088406324
258,DI,1287,1999,1,87,1.5801822001818968e-13,5.773159728050814e-15,0.09328530402854085
259,WMI,1287,1999,1,87,1.583326733961206e-13,6.661338147750939e-15,0.008671666029840708
260,ISM,1287,1999,1,87,1.5829987282700226e-13,6.661338147750939e-15,0.00899592088535428
261,DI,1287,1999,1,88,1.5801822001818968e-13,5.773159728050814e-15,0.08929077605716884
262,WMI,1287,1999,1,88,1.583326733961206e-13,6.661338147750939e-15,0.00860778708010912
263,ISM,1287,1999,1,88,1.5829987282700226e-13,6.661338147750939e-15,0.00811854493804276
264,DI,1287,1999,1,89,1.5801822001818968e-13,5.773159728050814e-15,0.08639946090988815
265,WMI,1287,1999,1,89,1.583326733961206e-13,6.661338147750939e-15,0.00762724201194942
266,ISM,1287,1999,1,89,1.5829987282700226e-13,6.661338147750939e-15,0.0077161299996078014
267,DI,1287,1999,1,90,1.5801822001818968e-13,5.773159728050814e-15,0.08654685807414353
268,WMI,1287,1999,1,90,1.583326733961206e-13,6.661338147750939e-15,0.007694219937548041
269,ISM,1287,1999,1,90,1.5829987282700226e-13,6.661338147750939e-15,0.007909848121926188
270,DI,1287,1999,1,91,1.5801822001818968e-13,5.773159728050814e-15,0.09253956587053835
271,WMI,1287,1999,1,91,1.583326733961206e-13,6.661338147750939e-15,0.008877682033926249
272,ISM,1287,1999,1,91,1.5829987282700226e-13,6.661338147750939e-15,0.008590805809944868
273,DI,1287,1999,1,92,1.5801822001818968e-13,5.773159728050814e-15,0.08841945906169713
274,WMI,1287,1999,1,92,1.583326733961206e-13,6.661338147750939e-15,0.008995041018351912
275,ISM,1287,1999,1,92,1.5829987282700226e-13,6.661338147750939e-15,0.00900978990830481
276,DI,1287,1999,1,93,1.5801822001818968e-13,5.773159728050814e-15,0.08859375701285899
277,WMI,1287,1999,1,93,1.583326733961206e-13,6.661338147750939e-15,0.008208753075450659
278,ISM,1287,1999,1,93,1.5829987282700226e-13,6.661338147750939e-15,0.007562512997537851
279,DI,1287,1999,1,94,1.5801822001818968e-13,5.773159728050814e-15,0.08485272503457963
280,WMI,1287,1999,1,94,1.583326733961206e-13,6.661338147750939e-15,0.007509592920541763
281,ISM,1287,1999,1,94,1.5829987282700226e-13,6.661338147750939e-15,0.008157233009114861
282,DI,1287,1999,1,95,1.5801822001818968e-13,5.773159728050814e-15,0.08706596004776657
283,WMI,1287,1999,1,95,1.583326733961206e-13,6.661338147750939e-15,0.007793828845024109
284,ISM,1287,1999,1,95,1.5829987282700226e-13,6.661338147750939e-15,0.007850287947803736
285,DI,1287,1999,1,96,1.5801822001818968e-13,5.773159728050814e-15,0.08713233890011907
286,WMI,1287,1999,1,96,1.583326733961206e-13,6.661338147750939e-15,0.00772622087970376
287,ISM,1287,1999,1,96,1.5829987282700226e-13,6.661338147750939e-15,0.0076207120437175035
288,DI,1287,1999,1,97,1.5801822001818968e-13,5.773159728050814e-15,0.0867971139959991
289,WMI,1287,1999,1,97,1.583326733961206e-13,6.661338147750939e-15,0.008064375026151538
290,ISM,1287,1999,1,97,1.5829987282700226e-13,6.661338147750939e-15,0.008655125042423606
291,DI,1287,1999,1,98,1.5801822001818968e-13,5.773159728050814e-15,0.08518745889887214
292,WMI,1287,1999,1,98,1.583326733961206e-13,6.661338147750939e-15,0.0077893289271742105
293,ISM,1287,1999,1,98,1.5829987282700226e-13,6.661338147750939e-15,0.007934096967801452
