,method,s,N,k,iter,error,diff_max,time
66,DI,10,1999,1,23,8.892185668485894e-16,5.551115123125783e-16,1.1800002539530396e-05
67,WMI,10,1999,1,23,7.038792092857886e-16,4.440892098500626e-16,1.71000137925148e-05
68,ISM,10,1999,1,23,7.041611709680388e-16,4.440892098500626e-16,1.379998866468668e-05
69,DI,10,1999,1,24,8.892185668485894e-16,5.551115123125783e-16,1.3100012438371778e-05
70,WMI,10,1999,1,24,7.038792092857886e-16,4.440892098500626e-16,1.5799974789842963e-05
71,ISM,10,1999,1,24,7.041611709680388e-16,4.440892098500626e-16,1.3100012438371778e-05
72,DI,10,1999,1,25,8.892185668485894e-16,5.551115123125783e-16,1.1399999493733048e-05
73,WMI,10,1999,1,25,7.038792092857886e-16,4.440892098500626e-16,1.559997326694429e-05
74,ISM,10,1999,1,25,7.041611709680388e-16,4.440892098500626e-16,1.2900010915473104e-05
75,DI,10,1999,1,26,8.892185668485894e-16,5.551115123125783e-16,1.2500007869675756e-05
76,WMI,10,1999,1,26,7.038792092857886e-16,4.440892098500626e-16,1.6300007700920105e-05
77,ISM,10,1999,1,26,7.041611709680388e-16,4.440892098500626e-16,1.3100012438371778e-05
78,DI,10,1999,1,27,8.892185668485894e-16,5.551115123125783e-16,1.1900003300979733e-05
79,WMI,10,1999,1,27,7.038792092857886e-16,4.440892098500626e-16,1.6700010746717453e-05
80,ISM,10,1999,1,27,7.041611709680388e-16,4.440892098500626e-16,1.3600016245618463e-05
81,DI,10,1999,1,28,8.892185668485894e-16,5.551115123125783e-16,1.1500000255182385e-05
82,WMI,10,1999,1,28,7.038792092857886e-16,4.440892098500626e-16,1.7000013031065464e-05
83,ISM,10,1999,1,28,7.041611709680388e-16,4.440892098500626e-16,1.2299977242946625e-05
84,DI,10,1999,1,29,8.892185668485894e-16,5.551115123125783e-16,1.09999964479357e-05
85,WMI,10,1999,1,29,7.038792092857886e-16,4.440892098500626e-16,1.5099998563528061e-05
86,ISM,10,1999,1,29,7.041611709680388e-16,4.440892098500626e-16,1.2599979527294636e-05
87,DI,10,1999,1,30,8.892185668485894e-16,5.551115123125783e-16,1.1099997209385037e-05
88,WMI,10,1999,1,30,7.038792092857886e-16,4.440892098500626e-16,1.5600002370774746e-05
89,ISM,10,1999,1,30,7.041611709680388e-16,4.440892098500626e-16,1.2600008631125093e-05
90,DI,10,1999,1,31,8.892185668485894e-16,5.551115123125783e-16,1.0799994925037026e-05
91,WMI,10,1999,1,31,7.038792092857886e-16,4.440892098500626e-16,1.5700003132224083e-05
92,ISM,10,1999,1,31,7.041611709680388e-16,4.440892098500626e-16,1.2400007108226418e-05
93,DI,10,1999,1,32,8.892185668485894e-16,5.551115123125783e-16,1.1800002539530396e-05
94,WMI,10,1999,1,32,7.038792092857886e-16,4.440892098500626e-16,1.5600002370774746e-05
95,ISM,10,1999,1,32,7.041611709680388e-16,4.440892098500626e-16,1.3200013199821115e-05
96,DI,10,1999,1,33,8.892185668485894e-16,5.551115123125783e-16,1.069999416358769e-05
97,WMI,10,1999,1,33,7.038792092857886e-16,4.440892098500626e-16,1.4999997802078724e-05
98,ISM,10,1999,1,33,7.041611709680388e-16,4.440892098500626e-16,1.2299977242946625e-05
99,DI,10,1999,1,34,8.892185668485894e-16,5.551115123125783e-16,1.090002479031682e-05
100,WMI,10,1999,1,34,7.038792092857886e-16,4.440892098500626e-16,1.5099998563528061e-05
101,ISM,10,1999,1,34,7.041611709680388e-16,4.440892098500626e-16,1.2399978004395962e-05
102,DI,10,1999,1,35,8.892185668485894e-16,5.551115123125783e-16,1.069999416358769e-05
103,WMI,10,1999,1,35,7.038792092857886e-16,4.440892098500626e-16,1.5199999324977398e-05
104,ISM,10,1999,1,35,7.041611709680388e-16,4.440892098500626e-16,1.200000406242907e-05
105,DI,10,1999,1,36,8.892185668485894e-16,5.551115123125783e-16,1.0400020983070135e-05
106,WMI,10,1999,1,36,7.038792092857886e-16,4.440892098500626e-16,1.4499993994832039e-05
107,ISM,10,1999,1,36,7.041611709680388e-16,4.440892098500626e-16,1.170000177808106e-05
108,DI,10,1999,1,37,8.892185668485894e-16,5.551115123125783e-16,6.859999848529696e-05
109,WMI,10,1999,1,37,7.038792092857886e-16,4.440892098500626e-16,4.449998959898949e-05
110,ISM,10,1999,1,37,7.041611709680388e-16,4.440892098500626e-16,2.950002090074122e-05
111,DI,10,1999,1,38,8.892185668485894e-16,5.551115123125783e-16,2.440001117065549e-05
112,WMI,10,1999,1,38,7.038792092857886e-16,4.440892098500626e-16,0.00011950000771321356
113,ISM,10,1999,1,38,7.041611709680388e-16,4.440892098500626e-16,1.759998849593103e-05
114,DI,10,1999,1,39,8.892185668485894e-16,5.551115123125783e-16,1.7799990018829703e-05
115,WMI,10,1999,1,39,7.038792092857886e-16,4.440892098500626e-16,1.9500002963468432e-05
116,ISM,10,1999,1,39,7.041611709680388e-16,4.440892098500626e-16,1.1800002539530396e-05
117,DI,10,1999,1,40,8.892185668485894e-16,5.551115123125783e-16,1.0700023267418146e-05
118,WMI,10,1999,1,40,7.038792092857886e-16,4.440892098500626e-16,1.4099990949034691e-05
119,ISM,10,1999,1,40,7.041611709680388e-16,4.440892098500626e-16,1.7000013031065464e-05
120,DI,10,1999,1,41,8.892185668485894e-16,5.551115123125783e-16,9.800016414374113e-06
121,WMI,10,1999,1,41,7.038792092857886e-16,4.440892098500626e-16,1.3900018529966474e-05
122,ISM,10,1999,1,41,7.041611709680388e-16,4.440892098500626e-16,1.1199997970834374e-05
123,DI,10,1999,1,42,8.892185668485894e-16,5.551115123125783e-16,9.700015652924776e-06
124,WMI,10,1999,1,42,7.038792092857886e-16,4.440892098500626e-16,1.3499986380338669e-05
125,ISM,10,1999,1,42,7.041611709680388e-16,4.440892098500626e-16,1.1099997209385037e-05
126,DI,10,1999,1,43,8.892185668485894e-16,5.551115123125783e-16,9.899988071992993e-06
127,WMI,10,1999,1,43,7.038792092857886e-16,4.440892098500626e-16,1.3499986380338669e-05
128,ISM,10,1999,1,43,7.041611709680388e-16,4.440892098500626e-16,1.1200027074664831e-05
129,DI,10,1999,1,44,8.892185668485894e-16,5.551115123125783e-16,9.700015652924776e-06
130,WMI,10,1999,1,44,7.038792092857886e-16,4.440892098500626e-16,1.3699987903237343e-05
131,ISM,10,1999,1,44,7.041611709680388e-16,4.440892098500626e-16,1.1299998732283711e-05
132,DI,10,1999,1,45,8.892185668485894e-16,5.551115123125783e-16,9.700015652924776e-06
133,WMI,10,1999,1,45,7.038792092857886e-16,4.440892098500626e-16,1.3399985618889332e-05
134,ISM,10,1999,1,45,7.041611709680388e-16,4.440892098500626e-16,1.1399999493733048e-05
135,DI,10,1999,1,46,8.892185668485894e-16,5.551115123125783e-16,9.800016414374113e-06
136,WMI,10,1999,1,46,7.038792092857886e-16,4.440892098500626e-16,1.2999982573091984e-05
137,ISM,10,1999,1,46,7.041611709680388e-16,4.440892098500626e-16,1.0599993402138352e-05
138,DI,10,1999,1,47,8.892185668485894e-16,5.551115123125783e-16,9.200011845678091e-06
139,WMI,10,1999,1,47,7.038792092857886e-16,4.440892098500626e-16,1.2899981811642647e-05
140,ISM,10,1999,1,47,7.041611709680388e-16,4.440892098500626e-16,1.0599993402138352e-05
141,DI,10,1999,1,48,8.892185668485894e-16,5.551115123125783e-16,9.200011845678091e-06
142,WMI,10,1999,1,48,7.038792092857886e-16,4.440892098500626e-16,1.300001167692244e-05
143,ISM,10,1999,1,48,7.041611709680388e-16,4.440892098500626e-16,1.0499992640689015e-05
144,DI,10,1999,1,49,8.892185668485894e-16,5.551115123125783e-16,9.400013368576765e-06
145,WMI,10,1999,1,49,7.038792092857886e-16,4.440892098500626e-16,1.3899989426136017e-05
146,ISM,10,1999,1,49,7.041611709680388e-16,4.440892098500626e-16,1.0499992640689015e-05
147,DI,10,1999,1,50,8.892185668485894e-16,5.551115123125783e-16,9.299983503296971e-06
148,WMI,10,1999,1,50,7.038792092857886e-16,4.440892098500626e-16,1.2899981811642647e-05
149,ISM,10,1999,1,50,7.041611709680388e-16,4.440892098500626e-16,1.0600022505968809e-05
150,DI,10,1999,1,51,8.892185668485894e-16,5.551115123125783e-16,9.199982741847634e-06
151,WMI,10,1999,1,51,7.038792092857886e-16,4.440892098500626e-16,1.270000939257443e-05
152,ISM,10,1999,1,51,7.041611709680388e-16,4.440892098500626e-16,1.0400020983070135e-05
153,DI,10,1999,1,52,8.892185668485894e-16,5.551115123125783e-16,9.200011845678091e-06
154,WMI,10,1999,1,52,7.038792092857886e-16,4.440892098500626e-16,1.270000939257443e-05
155,ISM,10,1999,1,52,7.041611709680388e-16,4.440892098500626e-16,1.1600001016631722e-05
156,DI,10,1999,1,53,8.892185668485894e-16,5.551115123125783e-16,8.700008038431406e-06
157,WMI,10,1999,1,53,7.038792092857886e-16,4.440892098500626e-16,1.2200005585327744e-05
158,ISM,10,1999,1,53,7.041611709680388e-16,4.440892098500626e-16,1.0099989594891667e-05
159,DI,10,1999,1,54,8.892185668485894e-16,5.551115123125783e-16,8.90000956133008e-06
160,WMI,10,1999,1,54,7.038792092857886e-16,4.440892098500626e-16,1.200000406242907e-05
161,ISM,10,1999,1,54,7.041611709680388e-16,4.440892098500626e-16,9.99998883344233e-06
162,DI,10,1999,1,55,8.892185668485894e-16,5.551115123125783e-16,8.600007276982069e-06
163,WMI,10,1999,1,55,7.038792092857886e-16,4.440892098500626e-16,1.2200005585327744e-05
164,ISM,10,1999,1,55,7.041611709680388e-16,4.440892098500626e-16,1.0099989594891667e-05
165,DI,10,1999,1,56,8.892185668485894e-16,5.551115123125783e-16,9.000010322779417e-06
166,WMI,10,1999,1,56,7.038792092857886e-16,4.440892098500626e-16,1.2200005585327744e-05
167,ISM,10,1999,1,56,7.041611709680388e-16,4.440892098500626e-16,1.0099989594891667e-05
168,DI,10,1999,1,57,8.892185668485894e-16,5.551115123125783e-16,9.599985787644982e-06
169,WMI,10,1999,1,57,7.038792092857886e-16,4.440892098500626e-16,1.2600008631125093e-05
170,ISM,10,1999,1,57,7.041611709680388e-16,4.440892098500626e-16,1.0000017937272787e-05
171,DI,10,1999,1,58,8.892185668485894e-16,5.551115123125783e-16,9.400013368576765e-06
172,WMI,10,1999,1,58,7.038792092857886e-16,4.440892098500626e-16,1.3100012438371778e-05
173,ISM,10,1999,1,58,7.041611709680388e-16,4.440892098500626e-16,1.0299991117790341e-05
174,DI,10,1999,1,59,8.892185668485894e-16,5.551115123125783e-16,8.499977411702275e-06
175,WMI,10,1999,1,59,7.038792092857886e-16,4.440892098500626e-16,1.1800002539530396e-05
176,ISM,10,1999,1,59,7.041611709680388e-16,4.440892098500626e-16,9.500014130026102e-06
177,DI,10,1999,1,60,8.892185668485894e-16,5.551115123125783e-16,8.500006515532732e-06
178,WMI,10,1999,1,60,7.038792092857886e-16,4.440892098500626e-16,1.170000177808106e-05
179,ISM,10,1999,1,60,7.041611709680388e-16,4.440892098500626e-16,9.69998654909432e-06
180,DI,10,1999,1,61,8.892185668485894e-16,5.551115123125783e-16,8.500006515532732e-06
181,WMI,10,1999,1,61,7.038792092857886e-16,4.440892098500626e-16,1.1600001016631722e-05
182,ISM,10,1999,1,61,7.041611709680388e-16,4.440892098500626e-16,9.799987310543656e-06
183,DI,10,1999,1,62,8.892185668485894e-16,5.551115123125783e-16,8.400005754083395e-06
184,WMI,10,1999,1,62,7.038792092857886e-16,4.440892098500626e-16,1.1800002539530396e-05
185,ISM,10,1999,1,62,7.041611709680388e-16,4.440892098500626e-16,9.599985787644982e-06
186,DI,10,1999,1,63,8.892185668485894e-16,5.551115123125783e-16,8.500006515532732e-06
187,WMI,10,1999,1,63,7.038792092857886e-16,4.440892098500626e-16,1.2100004823878407e-05
188,ISM,10,1999,1,63,7.041611709680388e-16,4.440892098500626e-16,9.599985787644982e-06
189,DI,10,1999,1,64,8.892185668485894e-16,5.551115123125783e-16,8.400005754083395e-06
190,WMI,10,1999,1,64,7.038792092857886e-16,4.440892098500626e-16,1.1600001016631722e-05
191,ISM,10,1999,1,64,7.041611709680388e-16,4.440892098500626e-16,9.700015652924776e-06
192,DI,10,1999,1,65,8.892185668485894e-16,5.551115123125783e-16,8.200004231184721e-06
193,WMI,10,1999,1,65,7.038792092857886e-16,4.440892098500626e-16,1.1399999493733048e-05
194,ISM,10,1999,1,65,7.041611709680388e-16,4.440892098500626e-16,9.100011084228754e-06
195,DI,10,1999,1,66,8.892185668485894e-16,5.551115123125783e-16,7.800001185387373e-06
196,WMI,10,1999,1,66,7.038792092857886e-16,4.440892098500626e-16,1.1399999493733048e-05
197,ISM,10,1999,1,66,7.041611709680388e-16,4.440892098500626e-16,9.099981980398297e-06
198,DI,10,1999,1,67,8.892185668485894e-16,5.551115123125783e-16,8.300004992634058e-06
199,WMI,10,1999,1,67,7.038792092857886e-16,4.440892098500626e-16,1.1199997970834374e-05
200,ISM,10,1999,1,67,7.041611709680388e-16,4.440892098500626e-16,9.200011845678091e-06
201,DI,10,1999,1,68,8.892185668485894e-16,5.551115123125783e-16,8.100003469735384e-06
202,WMI,10,1999,1,68,7.038792092857886e-16,4.440892098500626e-16,1.1199997970834374e-05
203,ISM,10,1999,1,68,7.041611709680388e-16,4.440892098500626e-16,9.199982741847634e-06
204,DI,10,1999,1,69,8.892185668485894e-16,5.551115123125783e-16,8.100003469735384e-06
205,WMI,10,1999,1,69,7.038792092857886e-16,4.440892098500626e-16,1.1099997209385037e-05
206,ISM,10,1999,1,69,7.041611709680388e-16,4.440892098500626e-16,9.100011084228754e-06
207,DI,10,1999,1,70,8.892185668485894e-16,5.551115123125783e-16,7.90000194683671e-06
208,WMI,10,1999,1,70,7.038792092857886e-16,4.440892098500626e-16,1.1500000255182385e-05
209,ISM,10,1999,1,70,7.041611709680388e-16,4.440892098500626e-16,9.300012607127428e-06
210,DI,10,1999,1,71,8.892185668485894e-16,5.551115123125783e-16,8.200004231184721e-06
211,WMI,10,1999,1,71,7.038792092857886e-16,4.440892098500626e-16,1.1099997209385037e-05
212,ISM,10,1999,1,71,7.041611709680388e-16,4.440892098500626e-16,1.0499992640689015e-05
213,DI,10,1999,1,72,8.892185668485894e-16,5.551115123125783e-16,7.599999662488699e-06
214,WMI,10,1999,1,72,7.038792092857886e-16,4.440892098500626e-16,1.0600022505968809e-05
215,ISM,10,1999,1,72,7.041611709680388e-16,4.440892098500626e-16,8.600007276982069e-06
216,DI,10,1999,1,73,8.892185668485894e-16,5.551115123125783e-16,7.700000423938036e-06
217,WMI,10,1999,1,73,7.038792092857886e-16,4.440892098500626e-16,1.0200019460171461e-05
218,ISM,10,1999,1,73,7.041611709680388e-16,4.440892098500626e-16,8.300004992634058e-06
219,DI,10,1999,1,74,8.892185668485894e-16,5.551115123125783e-16,7.499998901039362e-06
220,WMI,10,1999,1,74,7.038792092857886e-16,4.440892098500626e-16,1.0400020983070135e-05
221,ISM,10,1999,1,74,7.041611709680388e-16,4.440892098500626e-16,8.500006515532732e-06
222,DI,10,1999,1,75,8.892185668485894e-16,5.551115123125783e-16,7.499998901039362e-06
223,WMI,10,1999,1,75,7.038792092857886e-16,4.440892098500626e-16,1.0299991117790341e-05
224,ISM,10,1999,1,75,7.041611709680388e-16,4.440892098500626e-16,8.500006515532732e-06
225,DI,10,1999,1,76,8.892185668485894e-16,5.551115123125783e-16,7.299997378140688e-06
226,WMI,10,1999,1,76,7.038792092857886e-16,4.440892098500626e-16,1.0399991879239678e-05
227,ISM,10,1999,1,76,7.041611709680388e-16,4.440892098500626e-16,8.600007276982069e-06
228,DI,10,1999,1,77,8.892185668485894e-16,5.551115123125783e-16,7.499998901039362e-06
229,WMI,10,1999,1,77,7.038792092857886e-16,4.440892098500626e-16,1.0499992640689015e-05
230,ISM,10,1999,1,77,7.041611709680388e-16,4.440892098500626e-16,8.400005754083395e-06
231,DI,10,1999,1,78,8.892185668485894e-16,5.551115123125783e-16,7.099995855242014e-06
232,WMI,10,1999,1,78,7.038792092857886e-16,4.440892098500626e-16,9.899988071992993e-06
233,ISM,10,1999,1,78,7.041611709680388e-16,4.440892098500626e-16,8.300004992634058e-06
234,DI,10,1999,1,79,8.892185668485894e-16,5.551115123125783e-16,7.299997378140688e-06
235,WMI,10,1999,1,79,7.038792092857886e-16,4.440892098500626e-16,1.0200019460171461e-05
236,ISM,10,1999,1,79,7.041611709680388e-16,4.440892098500626e-16,8.200004231184721e-06
237,DI,10,1999,1,80,8.892185668485894e-16,5.551115123125783e-16,7.299997378140688e-06
238,WMI,10,1999,1,80,7.038792092857886e-16,4.440892098500626e-16,1.0099989594891667e-05
239,ISM,10,1999,1,80,7.041611709680388e-16,4.440892098500626e-16,8.200004231184721e-06
240,DI,10,1999,1,81,8.892185668485894e-16,5.551115123125783e-16,7.399998139590025e-06
241,WMI,10,1999,1,81,7.038792092857886e-16,4.440892098500626e-16,1.0099989594891667e-05
242,ISM,10,1999,1,81,7.041611709680388e-16,4.440892098500626e-16,8.099974365904927e-06
243,DI,10,1999,1,82,8.892185668485894e-16,5.551115123125783e-16,7.199996616691351e-06
244,WMI,10,1999,1,82,7.038792092857886e-16,4.440892098500626e-16,9.899988071992993e-06
245,ISM,10,1999,1,82,7.041611709680388e-16,4.440892098500626e-16,8.400005754083395e-06
246,DI,10,1999,1,83,8.892185668485894e-16,5.551115123125783e-16,7.199996616691351e-06
247,WMI,10,1999,1,83,7.038792092857886e-16,4.440892098500626e-16,9.90001717582345e-06
248,ISM,10,1999,1,83,7.041611709680388e-16,4.440892098500626e-16,8.200004231184721e-06
249,DI,10,1999,1,84,8.892185668485894e-16,5.551115123125783e-16,7.100024959072471e-06
250,WMI,10,1999,1,84,7.038792092857886e-16,4.440892098500626e-16,1.0099989594891667e-05
251,ISM,10,1999,1,84,7.041611709680388e-16,4.440892098500626e-16,8.200004231184721e-06
252,DI,10,1999,1,85,8.892185668485894e-16,5.551115123125783e-16,6.799993570894003e-06
253,WMI,10,1999,1,85,7.038792092857886e-16,4.440892098500626e-16,9.500014130026102e-06
254,ISM,10,1999,1,85,7.041611709680388e-16,4.440892098500626e-16,7.799972081556916e-06
255,DI,10,1999,1,86,8.892185668485894e-16,5.551115123125783e-16,6.999995093792677e-06
256,WMI,10,1999,1,86,7.038792092857886e-16,4.440892098500626e-16,9.69998654909432e-06
257,ISM,10,1999,1,86,7.041611709680388e-16,4.440892098500626e-16,7.90000194683671e-06
258,DI,10,1999,1,87,8.892185668485894e-16,5.551115123125783e-16,6.89999433234334e-06
259,WMI,10,1999,1,87,7.038792092857886e-16,4.440892098500626e-16,9.600014891475439e-06
260,ISM,10,1999,1,87,7.041611709680388e-16,4.440892098500626e-16,7.700000423938036e-06
261,DI,10,1999,1,88,8.892185668485894e-16,5.551115123125783e-16,6.89999433234334e-06
262,WMI,10,1999,1,88,7.038792092857886e-16,4.440892098500626e-16,9.599985787644982e-06
263,ISM,10,1999,1,88,7.041611709680388e-16,4.440892098500626e-16,8.000002708286047e-06
264,DI,10,1999,1,89,8.892185668485894e-16,5.551115123125783e-16,6.89999433234334e-06
265,WMI,10,1999,1,89,7.038792092857886e-16,4.440892098500626e-16,9.500014130026102e-06
266,ISM,10,1999,1,89,7.041611709680388e-16,4.440892098500626e-16,7.800001185387373e-06
267,DI,10,1999,1,90,8.892185668485894e-16,5.551115123125783e-16,6.999995093792677e-06
268,WMI,10,1999,1,90,7.038792092857886e-16,4.440892098500626e-16,9.69998654909432e-06
269,ISM,10,1999,1,90,7.041611709680388e-16,4.440892098500626e-16,7.90000194683671e-06
270,DI,10,1999,1,91,8.892185668485894e-16,5.551115123125783e-16,6.999995093792677e-06
271,WMI,10,1999,1,91,7.038792092857886e-16,4.440892098500626e-16,9.599985787644982e-06
272,ISM,10,1999,1,91,7.041611709680388e-16,4.440892098500626e-16,1.8999999156221747e-05
273,DI,10,1999,1,92,8.892185668485894e-16,5.551115123125783e-16,6.299989763647318e-06
274,WMI,10,1999,1,92,7.038792092857886e-16,4.440892098500626e-16,9.499985026195645e-06
275,ISM,10,1999,1,92,7.041611709680388e-16,4.440892098500626e-16,8.600007276982069e-06
276,DI,10,1999,1,93,8.892185668485894e-16,5.551115123125783e-16,7.800001185387373e-06
277,WMI,10,1999,1,93,7.038792092857886e-16,4.440892098500626e-16,1.0599993402138352e-05
278,ISM,10,1999,1,93,7.041611709680388e-16,4.440892098500626e-16,8.800008799880743e-06
279,DI,10,1999,1,94,8.892185668485894e-16,5.551115123125783e-16,8.700008038431406e-06
280,WMI,10,1999,1,94,7.038792092857886e-16,4.440892098500626e-16,1.2200005585327744e-05
281,ISM,10,1999,1,94,7.041611709680388e-16,4.440892098500626e-16,1.09999964479357e-05
282,DI,10,1999,1,95,8.892185668485894e-16,5.551115123125783e-16,8.500006515532732e-06
283,WMI,10,1999,1,95,7.038792092857886e-16,4.440892098500626e-16,1.3200013199821115e-05
284,ISM,10,1999,1,95,7.041611709680388e-16,4.440892098500626e-16,1.1099997209385037e-05
285,DI,10,1999,1,96,8.892185668485894e-16,5.551115123125783e-16,1.0899995686486363e-05
286,WMI,10,1999,1,96,7.038792092857886e-16,4.440892098500626e-16,1.3499986380338669e-05
287,ISM,10,1999,1,96,7.041611709680388e-16,4.440892098500626e-16,1.0899995686486363e-05
288,DI,10,1999,1,97,8.892185668485894e-16,5.551115123125783e-16,9.599985787644982e-06
