,method,s,N,k,iter,error,diff_max,time
36,DI,750,1999,1,13,3.122969148184711e-14,2.6645352591003757e-15,0.0204714999999851
37,WMI,750,1999,1,13,3.147305046110638e-14,1.9984014443252818e-15,0.0028362000011838973
38,ISM,750,1999,1,13,3.14699983522679e-14,1.9984014443252818e-15,0.0026366999954916537
39,DI,750,1999,1,14,3.122969148184711e-14,2.6645352591003757e-15,0.020443900022655725
40,WMI,750,1999,1,14,3.147305046110638e-14,1.9984014443252818e-15,0.003000800032168627
41,ISM,750,1999,1,14,3.14699983522679e-14,1.9984014443252818e-15,0.0021940000005997717
42,DI,750,1999,1,15,3.122969148184711e-14,2.6645352591003757e-15,0.02149639994604513
43,WMI,750,1999,1,15,3.147305046110638e-14,1.9984014443252818e-15,0.003021900018211454
44,ISM,750,1999,1,15,3.14699983522679e-14,1.9984014443252818e-15,0.0021723000099882483
45,DI,750,1999,1,16,3.122969148184711e-14,2.6645352591003757e-15,0.021695899951737374
46,WMI,750,1999,1,16,3.147305046110638e-14,1.9984014443252818e-15,0.002148200001101941
47,ISM,750,1999,1,16,3.14699983522679e-14,1.9984014443252818e-15,0.002334500022698194
48,DI,750,1999,1,17,3.122969148184711e-14,2.6645352591003757e-15,0.022135499981231987
49,WMI,750,1999,1,17,3.147305046110638e-14,1.9984014443252818e-15,0.0031605999683961272
50,ISM,750,1999,1,17,3.14699983522679e-14,1.9984014443252818e-15,0.002195900015067309
51,DI,750,1999,1,18,3.122969148184711e-14,2.6645352591003757e-15,0.024750699987635016
52,WMI,750,1999,1,18,3.147305046110638e-14,1.9984014443252818e-15,0.0036007000016979873
53,ISM,750,1999,1,18,3.14699983522679e-14,1.9984014443252818e-15,0.0024405000149272382
54,DI,750,1999,1,19,3.122969148184711e-14,2.6645352591003757e-15,0.020527400018181652
55,WMI,750,1999,1,19,3.147305046110638e-14,1.9984014443252818e-15,0.002170400053728372
56,ISM,750,1999,1,19,3.14699983522679e-14,1.9984014443252818e-15,0.002240500005427748
57,DI,750,1999,1,20,3.122969148184711e-14,2.6645352591003757e-15,0.021743700024671853
58,WMI,750,1999,1,20,3.147305046110638e-14,1.9984014443252818e-15,0.0030238000326789916
59,ISM,750,1999,1,20,3.14699983522679e-14,1.9984014443252818e-15,0.0030255000456236303
60,DI,750,1999,1,21,3.122969148184711e-14,2.6645352591003757e-15,0.020858299976680428
61,WMI,750,1999,1,21,3.147305046110638e-14,1.9984014443252818e-15,0.0021679000346921384
62,ISM,750,1999,1,21,3.14699983522679e-14,1.9984014443252818e-15,0.002273100020829588
63,DI,750,1999,1,22,3.122969148184711e-14,2.6645352591003757e-15,0.020445099973585457
64,WMI,750,1999,1,22,3.147305046110638e-14,1.9984014443252818e-15,0.002150900021661073
65,ISM,750,1999,1,22,3.14699983522679e-14,1.9984014443252818e-15,0.002211000013630837
66,DI,750,1999,1,23,3.122969148184711e-14,2.6645352591003757e-15,0.020855400012806058
67,WMI,750,1999,1,23,3.147305046110638e-14,1.9984014443252818e-15,0.0032192000071518123
68,ISM,750,1999,1,23,3.14699983522679e-14,1.9984014443252818e-15,0.0033372000325471163
69,DI,750,1999,1,24,3.122969148184711e-14,2.6645352591003757e-15,0.021860599983483553
70,WMI,750,1999,1,24,3.147305046110638e-14,1.9984014443252818e-15,0.002386600011959672
71,ISM,750,1999,1,24,3.14699983522679e-14,1.9984014443252818e-15,0.0030891000060364604
72,DI,750,1999,1,25,3.122969148184711e-14,2.6645352591003757e-15,0.02241510001476854
73,WMI,750,1999,1,25,3.147305046110638e-14,1.9984014443252818e-15,0.0024539000005461276
74,ISM,750,1999,1,25,3.14699983522679e-14,1.9984014443252818e-15,0.0031196000054478645
75,DI,750,1999,1,26,3.122969148184711e-14,2.6645352591003757e-15,0.022804400010500103
76,WMI,750,1999,1,26,3.147305046110638e-14,1.9984014443252818e-15,0.002347900008317083
77,ISM,750,1999,1,26,3.14699983522679e-14,1.9984014443252818e-15,0.0030709999846294522
78,DI,750,1999,1,27,3.122969148184711e-14,2.6645352591003757e-15,0.022777199978008866
79,WMI,750,1999,1,27,3.147305046110638e-14,1.9984014443252818e-15,0.002668999950401485
80,ISM,750,1999,1,27,3.14699983522679e-14,1.9984014443252818e-15,0.0031186999985948205
81,DI,750,1999,1,28,3.122969148184711e-14,2.6645352591003757e-15,0.02282860002014786
82,WMI,750,1999,1,28,3.147305046110638e-14,1.9984014443252818e-15,0.00321499997517094
83,ISM,750,1999,1,28,3.14699983522679e-14,1.9984014443252818e-15,0.0030054000089876354
84,DI,750,1999,1,29,3.122969148184711e-14,2.6645352591003757e-15,0.020742900029290468
85,WMI,750,1999,1,29,3.147305046110638e-14,1.9984014443252818e-15,0.002180199953727424
86,ISM,750,1999,1,29,3.14699983522679e-14,1.9984014443252818e-15,0.0026214999961666763
87,DI,750,1999,1,30,3.122969148184711e-14,2.6645352591003757e-15,0.02213659998960793
88,WMI,750,1999,1,30,3.147305046110638e-14,1.9984014443252818e-15,0.00221800000872463
89,ISM,750,1999,1,30,3.14699983522679e-14,1.9984014443252818e-15,0.0021662000217474997
90,DI,750,1999,1,31,3.122969148184711e-14,2.6645352591003757e-15,0.02093779999995604
91,WMI,750,1999,1,31,3.147305046110638e-14,1.9984014443252818e-15,0.002222200040705502
92,ISM,750,1999,1,31,3.14699983522679e-14,1.9984014443252818e-15,0.002889399998821318
93,DI,750,1999,1,32,3.122969148184711e-14,2.6645352591003757e-15,0.019937000004574656
94,WMI,750,1999,1,32,3.147305046110638e-14,1.9984014443252818e-15,0.0023077999940142035
95,ISM,750,1999,1,32,3.14699983522679e-14,1.9984014443252818e-15,0.0024766999995335937
96,DI,750,1999,1,33,3.122969148184711e-14,2.6645352591003757e-15,0.020214800024405122
97,WMI,750,1999,1,33,3.147305046110638e-14,1.9984014443252818e-15,0.0021948000066913664
98,ISM,750,1999,1,33,3.14699983522679e-14,1.9984014443252818e-15,0.002947299974039197
99,DI,750,1999,1,34,3.122969148184711e-14,2.6645352591003757e-15,0.020134299993515015
100,WMI,750,1999,1,34,3.147305046110638e-14,1.9984014443252818e-15,0.0023244000039994717
101,ISM,750,1999,1,34,3.14699983522679e-14,1.9984014443252818e-15,0.002116599993314594
102,DI,750,1999,1,35,3.122969148184711e-14,2.6645352591003757e-15,0.01995430001989007
103,WMI,750,1999,1,35,3.147305046110638e-14,1.9984014443252818e-15,0.002166300022508949
104,ISM,750,1999,1,35,3.14699983522679e-14,1.9984014443252818e-15,0.002127199957612902
105,DI,750,1999,1,36,3.122969148184711e-14,2.6645352591003757e-15,0.020861600001808256
106,WMI,750,1999,1,36,3.147305046110638e-14,1.9984014443252818e-15,0.002370900008827448
107,ISM,750,1999,1,36,3.14699983522679e-14,1.9984014443252818e-15,0.002146199985872954
108,DI,750,1999,1,37,3.122969148184711e-14,2.6645352591003757e-15,0.020724300004076213
109,WMI,750,1999,1,37,3.147305046110638e-14,1.9984014443252818e-15,0.0031697999802418053
110,ISM,750,1999,1,37,3.14699983522679e-14,1.9984014443252818e-15,0.0024353000335395336
111,DI,750,1999,1,38,3.122969148184711e-14,2.6645352591003757e-15,0.020845599996391684
112,WMI,750,1999,1,38,3.147305046110638e-14,1.9984014443252818e-15,0.0021584999631159008
113,ISM,750,1999,1,38,3.14699983522679e-14,1.9984014443252818e-15,0.0021106000058352947
114,DI,750,1999,1,39,3.122969148184711e-14,2.6645352591003757e-15,0.021006900002248585
115,WMI,750,1999,1,39,3.147305046110638e-14,1.9984014443252818e-15,0.0027617999585345387
116,ISM,750,1999,1,39,3.14699983522679e-14,1.9984014443252818e-15,0.003361899987794459
117,DI,750,1999,1,40,3.122969148184711e-14,2.6645352591003757e-15,0.021701699995901436
118,WMI,750,1999,1,40,3.147305046110638e-14,1.9984014443252818e-15,0.00225939997471869
119,ISM,750,1999,1,40,3.14699983522679e-14,1.9984014443252818e-15,0.003329699975438416
120,DI,750,1999,1,41,3.122969148184711e-14,2.6645352591003757e-15,0.02115430001867935
121,WMI,750,1999,1,41,3.147305046110638e-14,1.9984014443252818e-15,0.002978299977257848
122,ISM,750,1999,1,41,3.14699983522679e-14,1.9984014443252818e-15,0.0030812000040896237
123,DI,750,1999,1,42,3.122969148184711e-14,2.6645352591003757e-15,0.02197380003053695
124,WMI,750,1999,1,42,3.147305046110638e-14,1.9984014443252818e-15,0.0022711000056006014
125,ISM,750,1999,1,42,3.14699983522679e-14,1.9984014443252818e-15,0.003041299991309643
126,DI,750,1999,1,43,3.122969148184711e-14,2.6645352591003757e-15,0.022172799974214286
127,WMI,750,1999,1,43,3.147305046110638e-14,1.9984014443252818e-15,0.002345799992326647
128,ISM,750,1999,1,43,3.14699983522679e-14,1.9984014443252818e-15,0.0031583000090904534
129,DI,750,1999,1,44,3.122969148184711e-14,2.6645352591003757e-15,0.021422900026664138
130,WMI,750,1999,1,44,3.147305046110638e-14,1.9984014443252818e-15,0.0022048999671824276
131,ISM,750,1999,1,44,3.14699983522679e-14,1.9984014443252818e-15,0.002381299971602857
132,DI,750,1999,1,45,3.122969148184711e-14,2.6645352591003757e-15,0.0214638999896124
133,WMI,750,1999,1,45,3.147305046110638e-14,1.9984014443252818e-15,0.0022338999551720917
134,ISM,750,1999,1,45,3.14699983522679e-14,1.9984014443252818e-15,0.002312700031325221
135,DI,750,1999,1,46,3.122969148184711e-14,2.6645352591003757e-15,0.02334890002384782
136,WMI,750,1999,1,46,3.147305046110638e-14,1.9984014443252818e-15,0.0021474999957717955
137,ISM,750,1999,1,46,3.14699983522679e-14,1.9984014443252818e-15,0.00328030000673607
138,DI,750,1999,1,47,3.122969148184711e-14,2.6645352591003757e-15,0.0241497999522835
139,WMI,750,1999,1,47,3.147305046110638e-14,1.9984014443252818e-15,0.0022262000129558146
140,ISM,750,1999,1,47,3.14699983522679e-14,1.9984014443252818e-15,0.0021043000160716474
141,DI,750,1999,1,48,3.122969148184711e-14,2.6645352591003757e-15,0.02098850003676489
142,WMI,750,1999,1,48,3.147305046110638e-14,1.9984014443252818e-15,0.0021356000215746462
143,ISM,750,1999,1,48,3.14699983522679e-14,1.9984014443252818e-15,0.002652499999385327
144,DI,750,1999,1,49,3.122969148184711e-14,2.6645352591003757e-15,0.022011700028087944
145,WMI,750,1999,1,49,3.147305046110638e-14,1.9984014443252818e-15,0.0030471000354737043
146,ISM,750,1999,1,49,3.14699983522679e-14,1.9984014443252818e-15,0.00296480004908517
147,DI,750,1999,1,50,3.122969148184711e-14,2.6645352591003757e-15,0.022485299967229366
148,WMI,750,1999,1,50,3.147305046110638e-14,1.9984014443252818e-15,0.0021961999591439962
149,ISM,750,1999,1,50,3.14699983522679e-14,1.9984014443252818e-15,0.0026699999580159783
150,DI,750,1999,1,51,3.122969148184711e-14,2.6645352591003757e-15,0.022048200014978647
151,WMI,750,1999,1,51,3.147305046110638e-14,1.9984014443252818e-15,0.002282200031913817
152,ISM,750,1999,1,51,3.14699983522679e-14,1.9984014443252818e-15,0.0025596999912522733
153,DI,750,1999,1,52,3.122969148184711e-14,2.6645352591003757e-15,0.02113680000184104
154,WMI,750,1999,1,52,3.147305046110638e-14,1.9984014443252818e-15,0.002216799999587238
155,ISM,750,1999,1,52,3.14699983522679e-14,1.9984014443252818e-15,0.002340999955777079
156,DI,750,1999,1,53,3.122969148184711e-14,2.6645352591003757e-15,0.022890999971423298
157,WMI,750,1999,1,53,3.147305046110638e-14,1.9984014443252818e-15,0.003001100034452975
158,ISM,750,1999,1,53,3.14699983522679e-14,1.9984014443252818e-15,0.002742699987720698
159,DI,750,1999,1,54,3.122969148184711e-14,2.6645352591003757e-15,0.021802300005219877
160,WMI,750,1999,1,54,3.147305046110638e-14,1.9984014443252818e-15,0.002250899968203157
161,ISM,750,1999,1,54,3.14699983522679e-14,1.9984014443252818e-15,0.00214229995617643
162,DI,750,1999,1,55,3.122969148184711e-14,2.6645352591003757e-15,0.021994599956087768
163,WMI,750,1999,1,55,3.147305046110638e-14,1.9984014443252818e-15,0.0022542999940924346
164,ISM,750,1999,1,55,3.14699983522679e-14,1.9984014443252818e-15,0.002868099953047931
165,DI,750,1999,1,56,3.122969148184711e-14,2.6645352591003757e-15,0.022376300010364503
166,WMI,750,1999,1,56,3.147305046110638e-14,1.9984014443252818e-15,0.002366499975323677
167,ISM,750,1999,1,56,3.14699983522679e-14,1.9984014443252818e-15,0.0022859000018797815
168,DI,750,1999,1,57,3.122969148184711e-14,2.6645352591003757e-15,0.025591199984773993
169,WMI,750,1999,1,57,3.147305046110638e-14,1.9984014443252818e-15,0.0031339999986812472
170,ISM,750,1999,1,57,3.14699983522679e-14,1.9984014443252818e-15,0.00220470002386719
171,DI,750,1999,1,58,3.122969148184711e-14,2.6645352591003757e-15,0.018964899994898587
172,WMI,750,1999,1,58,3.147305046110638e-14,1.9984014443252818e-15,0.003139300039038062
173,ISM,750,1999,1,58,3.14699983522679e-14,1.9984014443252818e-15,0.0030333000468090177
174,DI,750,1999,1,59,3.122969148184711e-14,2.6645352591003757e-15,0.019862899964209646
175,WMI,750,1999,1,59,3.147305046110638e-14,1.9984014443252818e-15,0.0024434999795630574
176,ISM,750,1999,1,59,3.14699983522679e-14,1.9984014443252818e-15,0.002183700038585812
177,DI,750,1999,1,60,3.122969148184711e-14,2.6645352591003757e-15,0.020967199990991503
178,WMI,750,1999,1,60,3.147305046110638e-14,1.9984014443252818e-15,0.0021608000388368964
179,ISM,750,1999,1,60,3.14699983522679e-14,1.9984014443252818e-15,0.0031152000301517546
180,DI,750,1999,1,61,3.122969148184711e-14,2.6645352591003757e-15,0.021026000031270087
181,WMI,750,1999,1,61,3.147305046110638e-14,1.9984014443252818e-15,0.0021591000258922577
182,ISM,750,1999,1,61,3.14699983522679e-14,1.9984014443252818e-15,0.0021911999792791903
183,DI,750,1999,1,62,3.122969148184711e-14,2.6645352591003757e-15,0.02169240004150197
184,WMI,750,1999,1,62,3.147305046110638e-14,1.9984014443252818e-15,0.0026036000344902277
185,ISM,750,1999,1,62,3.14699983522679e-14,1.9984014443252818e-15,0.00212610000744462
186,DI,750,1999,1,63,3.122969148184711e-14,2.6645352591003757e-15,0.020608499995432794
187,WMI,750,1999,1,63,3.147305046110638e-14,1.9984014443252818e-15,0.002175500034354627
188,ISM,750,1999,1,63,3.14699983522679e-14,1.9984014443252818e-15,0.002303200017195195
189,DI,750,1999,1,64,3.122969148184711e-14,2.6645352591003757e-15,0.022189100040122867
190,WMI,750,1999,1,64,3.147305046110638e-14,1.9984014443252818e-15,0.0023114000214263797
191,ISM,750,1999,1,64,3.14699983522679e-14,1.9984014443252818e-15,0.0023941000108607113
192,DI,750,1999,1,65,3.122969148184711e-14,2.6645352591003757e-15,0.021258900000248104
193,WMI,750,1999,1,65,3.147305046110638e-14,1.9984014443252818e-15,0.002996700000949204
194,ISM,750,1999,1,65,3.14699983522679e-14,1.9984014443252818e-15,0.002445699996314943
195,DI,750,1999,1,66,3.122969148184711e-14,2.6645352591003757e-15,0.02175320003880188
196,WMI,750,1999,1,66,3.147305046110638e-14,1.9984014443252818e-15,0.0022522000363096595
197,ISM,750,1999,1,66,3.14699983522679e-14,1.9984014443252818e-15,0.0023472000029869378
198,DI,750,1999,1,67,3.122969148184711e-14,2.6645352591003757e-15,0.019954799965489656
199,WMI,750,1999,1,67,3.147305046110638e-14,1.9984014443252818e-15,0.002294100006110966
200,ISM,750,1999,1,67,3.14699983522679e-14,1.9984014443252818e-15,0.00234400003682822
201,DI,750,1999,1,68,3.122969148184711e-14,2.6645352591003757e-15,0.022661599970888346
202,WMI,750,1999,1,68,3.147305046110638e-14,1.9984014443252818e-15,0.0030455999658443034
203,ISM,750,1999,1,68,3.14699983522679e-14,1.9984014443252818e-15,0.0022387999924831092
204,DI,750,1999,1,69,3.122969148184711e-14,2.6645352591003757e-15,0.022562399972230196
205,WMI,750,1999,1,69,3.147305046110638e-14,1.9984014443252818e-15,0.002234900020994246
206,ISM,750,1999,1,69,3.14699983522679e-14,1.9984014443252818e-15,0.002215699991211295
207,DI,750,1999,1,70,3.122969148184711e-14,2.6645352591003757e-15,0.021737800037954003
208,WMI,750,1999,1,70,3.147305046110638e-14,1.9984014443252818e-15,0.003137500025331974
209,ISM,750,1999,1,70,3.14699983522679e-14,1.9984014443252818e-15,0.002138799987733364
210,DI,750,1999,1,71,3.122969148184711e-14,2.6645352591003757e-15,0.022536000004038215
211,WMI,750,1999,1,71,3.147305046110638e-14,1.9984014443252818e-15,0.003181800013408065
212,ISM,750,1999,1,71,3.14699983522679e-14,1.9984014443252818e-15,0.0031799999997019768
213,DI,750,1999,1,72,3.122969148184711e-14,2.6645352591003757e-15,0.021306300011929125
214,WMI,750,1999,1,72,3.147305046110638e-14,1.9984014443252818e-15,0.0021691000438295305
215,ISM,750,1999,1,72,3.14699983522679e-14,1.9984014443252818e-15,0.0022086999961175025
216,DI,750,1999,1,73,3.122969148184711e-14,2.6645352591003757e-15,0.0239335999940522
217,WMI,750,1999,1,73,3.147305046110638e-14,1.9984014443252818e-15,0.002867500006686896
218,ISM,750,1999,1,73,3.14699983522679e-14,1.9984014443252818e-15,0.002137600036803633
219,DI,750,1999,1,74,3.122969148184711e-14,2.6645352591003757e-15,0.02085079997777939
220,WMI,750,1999,1,74,3.147305046110638e-14,1.9984014443252818e-15,0.0023534000501967967
221,ISM,750,1999,1,74,3.14699983522679e-14,1.9984014443252818e-15,0.0023102000122889876
222,DI,750,1999,1,75,3.122969148184711e-14,2.6645352591003757e-15,0.021994699956849217
223,WMI,750,1999,1,75,3.147305046110638e-14,1.9984014443252818e-15,0.0031155000324361026
224,ISM,750,1999,1,75,3.14699983522679e-14,1.9984014443252818e-15,0.003154599980916828
225,DI,750,1999,1,76,3.122969148184711e-14,2.6645352591003757e-15,0.024404499970842153
226,WMI,750,1999,1,76,3.147305046110638e-14,1.9984014443252818e-15,0.002166599966585636
227,ISM,750,1999,1,76,3.14699983522679e-14,1.9984014443252818e-15,0.002152400033082813
228,DI,750,1999,1,77,3.122969148184711e-14,2.6645352591003757e-15,0.02191589999711141
229,WMI,750,1999,1,77,3.147305046110638e-14,1.9984014443252818e-15,0.002542699978221208
230,ISM,750,1999,1,77,3.14699983522679e-14,1.9984014443252818e-15,0.0030039999983273447
231,DI,750,1999,1,78,3.122969148184711e-14,2.6645352591003757e-15,0.021154799964278936
232,WMI,750,1999,1,78,3.147305046110638e-14,1.9984014443252818e-15,0.0030469000339508057
233,ISM,750,1999,1,78,3.14699983522679e-14,1.9984014443252818e-15,0.002123999991454184
234,DI,750,1999,1,79,3.122969148184711e-14,2.6645352591003757e-15,0.020939099951647222
235,WMI,750,1999,1,79,3.147305046110638e-14,1.9984014443252818e-15,0.0030746000120416284
236,ISM,750,1999,1,79,3.14699983522679e-14,1.9984014443252818e-15,0.0021188000100664794
237,DI,750,1999,1,80,3.122969148184711e-14,2.6645352591003757e-15,0.021100600017234683
238,WMI,750,1999,1,80,3.147305046110638e-14,1.9984014443252818e-15,0.0025529999984428287
239,ISM,750,1999,1,80,3.14699983522679e-14,1.9984014443252818e-15,0.002474699984304607
240,DI,750,1999,1,81,3.122969148184711e-14,2.6645352591003757e-15,0.019554900005459785
241,WMI,750,1999,1,81,3.147305046110638e-14,1.9984014443252818e-15,0.0032134000211954117
242,ISM,750,1999,1,81,3.14699983522679e-14,1.9984014443252818e-15,0.0030311000300571322
243,DI,750,1999,1,82,3.122969148184711e-14,2.6645352591003757e-15,0.026373500004410744
244,WMI,750,1999,1,82,3.147305046110638e-14,1.9984014443252818e-15,0.002182499971240759
245,ISM,750,1999,1,82,3.14699983522679e-14,1.9984014443252818e-15,0.0021129000233486295
246,DI,750,1999,1,83,3.122969148184711e-14,2.6645352591003757e-15,0.020938900008331984
247,WMI,750,1999,1,83,3.147305046110638e-14,1.9984014443252818e-15,0.003399799985345453
248,ISM,750,1999,1,83,3.14699983522679e-14,1.9984014443252818e-15,0.002103000006172806
249,DI,750,1999,1,84,3.122969148184711e-14,2.6645352591003757e-15,0.02254410000750795
250,WMI,750,1999,1,84,3.147305046110638e-14,1.9984014443252818e-15,0.0021200000192038715
251,ISM,750,1999,1,84,3.14699983522679e-14,1.9984014443252818e-15,0.003326800011564046
252,DI,750,1999,1,85,3.122969148184711e-14,2.6645352591003757e-15,0.022558500000741333
253,WMI,750,1999,1,85,3.147305046110638e-14,1.9984014443252818e-15,0.0030545000336132944
254,ISM,750,1999,1,85,3.14699983522679e-14,1.9984014443252818e-15,0.003115599974989891
255,DI,750,1999,1,86,3.122969148184711e-14,2.6645352591003757e-15,0.022967099968809634
256,WMI,750,1999,1,86,3.147305046110638e-14,1.9984014443252818e-15,0.0030778999789617956
257,ISM,750,1999,1,86,3.14699983522679e-14,1.9984014443252818e-15,0.002493900014087558
258,DI,750,1999,1,87,3.122969148184711e-14,2.6645352591003757e-15,0.020911100029479712
259,WMI,750,1999,1,87,3.147305046110638e-14,1.9984014443252818e-15,0.002259699977003038
260,ISM,750,1999,1,87,3.14699983522679e-14,1.9984014443252818e-15,0.002199699985794723
261,DI,750,1999,1,88,3.122969148184711e-14,2.6645352591003757e-15,0.02380369999445975
262,WMI,750,1999,1,88,3.147305046110638e-14,1.9984014443252818e-15,0.0030175999854691327
263,ISM,750,1999,1,88,3.14699983522679e-14,1.9984014443252818e-15,0.002904699998907745
264,DI,750,1999,1,89,3.122969148184711e-14,2.6645352591003757e-15,0.021460199961438775
265,WMI,750,1999,1,89,3.147305046110638e-14,1.9984014443252818e-15,0.002357899968046695
266,ISM,750,1999,1,89,3.14699983522679e-14,1.9984014443252818e-15,0.0021588000236079097
267,DI,750,1999,1,90,3.122969148184711e-14,2.6645352591003757e-15,0.02284499997040257
268,WMI,750,1999,1,90,3.147305046110638e-14,1.9984014443252818e-15,0.0022752000368200243
269,ISM,750,1999,1,90,3.14699983522679e-14,1.9984014443252818e-15,0.00217510003130883
270,DI,750,1999,1,91,3.122969148184711e-14,2.6645352591003757e-15,0.022194800025317818
271,WMI,750,1999,1,91,3.147305046110638e-14,1.9984014443252818e-15,0.002153000037651509
272,ISM,750,1999,1,91,3.14699983522679e-14,1.9984014443252818e-15,0.0021503999596461654
273,DI,750,1999,1,92,3.122969148184711e-14,2.6645352591003757e-15,0.020057599991559982
274,WMI,750,1999,1,92,3.147305046110638e-14,1.9984014443252818e-15,0.0022899999748915434
275,ISM,750,1999,1,92,3.14699983522679e-14,1.9984014443252818e-15,0.0023282000329345465
276,DI,750,1999,1,93,3.122969148184711e-14,2.6645352591003757e-15,0.020154700032435358
277,WMI,750,1999,1,93,3.147305046110638e-14,1.9984014443252818e-15,0.002253199985716492
278,ISM,750,1999,1,93,3.14699983522679e-14,1.9984014443252818e-15,0.002203500014729798
279,DI,750,1999,1,94,3.122969148184711e-14,2.6645352591003757e-15,0.021679400000721216
280,WMI,750,1999,1,94,3.147305046110638e-14,1.9984014443252818e-15,0.002729700005147606
281,ISM,750,1999,1,94,3.14699983522679e-14,1.9984014443252818e-15,0.003113000013399869
282,DI,750,1999,1,95,3.122969148184711e-14,2.6645352591003757e-15,0.020244000013917685
283,WMI,750,1999,1,95,3.147305046110638e-14,1.9984014443252818e-15,0.002155099995434284
284,ISM,750,1999,1,95,3.14699983522679e-14,1.9984014443252818e-15,0.002200599992647767
285,DI,750,1999,1,96,3.122969148184711e-14,2.6645352591003757e-15,0.020873500034213066
286,WMI,750,1999,1,96,3.147305046110638e-14,1.9984014443252818e-15,0.0030750000150874257
287,ISM,750,1999,1,96,3.14699983522679e-14,1.9984014443252818e-15,0.00212020002072677
288,DI,750,1999,1,97,3.122969148184711e-14,2.6645352591003757e-15,0.020389399956911802
289,WMI,750,1999,1,97,3.147305046110638e-14,1.9984014443252818e-15,0.0031704999855719507
290,ISM,750,1999,1,97,3.14699983522679e-14,1.9984014443252818e-15,0.0021726000122725964
291,DI,750,1999,1,98,3.122969148184711e-14,2.6645352591003757e-15,0.01960320002399385
292,WMI,750,1999,1,98,3.147305046110638e-14,1.9984014443252818e-15,0.0021570000099018216
293,ISM,750,1999,1,98,3.14699983522679e-14,1.9984014443252818e-15,0.002168299979530275
294,DI,750,1999,1,99,3.122969148184711e-14,2.6645352591003757e-15,0.021273999998811632
295,WMI,750,1999,1,99,3.147305046110638e-14,1.9984014443252818e-15,0.002148800005670637
296,ISM,750,1999,1,99,3.14699983522679e-14,1.9984014443252818e-15,0.002125700004398823
